Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Tom Brady,FA,QB,0.0,15.59,368.95,23.68,558.67,35.84,0.66,4329.77,278.21,7.76,29.67,1.91,9.31,0.59,23.97,1.53,24.03,1.56,36.18,2.4,1.5,9.23,0.6,1.28,0.08,2.05,0.13,582.69,37.4,9.23,0.6,1.0,282.12,18.18,18.04,6.93,18.35,4.44,2.03,2.77,3.05,3.31,0.73,0.31,19.44,282.12,18.18,18.04,6.93,18.35,4.44,2.03,2.77,3.05,3.31,0.73,0.31,19.74,282.12,18.18,18.04,6.93,18.35,4.44,2.03,2.77,3.05,3.31,0.73,0.31,19.44,3,19.25,327.21,8.0
Jameis Winston,CLE,QB,2.0,12.03,264.1,21.99,413.79,34.38,0.64,3235.9,269.69,7.85,19.92,1.66,13.64,1.15,29.36,2.45,45.31,3.84,231.67,20.1,5.04,15.0,1.31,1.0,0.08,4.33,0.35,459.1,38.23,15.0,1.31,1.0,203.53,17.03,17.95,8.42,16.39,3.46,2.36,1.69,2.0,2.51,0.62,0.27,18.59,203.53,17.03,17.95,8.42,16.39,3.46,2.36,1.69,2.0,2.51,0.62,0.27,19.25,203.53,17.03,17.95,8.42,16.39,3.46,2.36,1.69,2.0,2.51,0.62,0.27,18.59,3,10.68,181.55,26.0
Kirk Cousins,ATL,QB,1.0,16.0,403.05,25.19,589.08,36.82,0.68,4308.92,269.3,7.32,28.72,1.8,10.97,0.68,38.51,2.41,44.26,2.76,134.59,8.41,3.02,13.49,0.84,2.08,0.13,6.08,0.38,633.33,39.58,13.49,0.84,1.0,282.81,17.68,16.69,7.78,17.34,5.41,2.67,2.31,2.0,3.62,0.55,0.3,18.58,282.81,17.68,16.69,7.78,17.34,5.41,2.67,2.31,2.0,3.62,0.55,0.3,19.0,282.81,17.68,16.69,7.78,17.34,5.41,2.67,2.31,2.0,3.62,0.55,0.3,18.58,3,18.01,306.19,11.0
Philip Rivers,FA,QB,0.0,16.0,350.54,21.91,532.36,33.27,0.66,4369.08,273.07,8.23,31.08,1.94,12.41,0.77,28.82,1.8,17.59,1.1,7.56,0.48,0.48,1.1,0.07,0.0,0.0,1.41,0.09,549.95,34.37,1.1,0.07,1.0,278.53,17.41,18.2,6.23,18.05,3.1,3.85,3.62,4.18,1.26,0.52,0.09,18.66,278.53,17.41,18.2,6.23,18.05,3.1,3.85,3.62,4.18,1.26,0.52,0.09,18.69,278.53,17.41,18.2,6.23,18.05,3.1,3.85,3.62,4.18,1.26,0.52,0.09,18.66,3,17.36,295.2,12.0
Josh Allen,BUF,QB,2.0,12.0,169.0,14.08,320.0,26.67,0.53,2074.0,172.83,6.48,10.0,0.83,12.0,1.0,28.0,2.33,89.0,7.42,631.0,52.58,7.09,41.0,3.42,8.0,0.67,2.0,0.17,409.0,34.08,41.0,3.42,1.0,208.1,17.34,15.65,11.66,15.36,6.0,0.0,2.0,0.0,4.0,0.5,0.5,16.98,208.1,17.34,15.65,11.66,15.36,6.0,0.0,2.0,0.0,4.0,0.5,0.5,18.69,208.1,17.34,15.65,11.66,15.36,6.0,0.0,2.0,0.0,4.0,0.5,0.5,16.98,1,14.72,250.28,19.0
Baker Mayfield,TB,QB,1.0,14.0,310.0,22.14,486.0,34.71,0.64,3725.0,266.07,7.66,27.0,1.93,14.0,1.0,25.0,1.79,39.0,2.79,131.0,9.36,3.36,8.0,0.57,0.0,0.0,3.0,0.21,525.0,37.5,8.0,0.57,1.0,240.0,17.14,16.0,5.2,18.58,6.0,1.0,2.0,4.0,1.0,0.56,0.08,18.33,240.0,17.14,16.0,5.2,18.58,5.0,2.0,2.0,4.0,1.0,0.56,0.08,18.61,240.0,17.14,16.0,5.2,18.58,6.0,1.0,2.0,4.0,1.0,0.56,0.08,18.33,1,13.63,231.74,22.0
Dak Prescott,DAL,QB,1.0,16.0,339.08,21.19,509.9,31.87,0.67,3718.79,232.42,7.3,22.1,1.39,8.87,0.55,46.67,2.92,68.54,4.28,315.97,19.75,4.72,25.62,1.6,6.0,0.38,5.03,0.32,578.44,36.15,25.62,1.6,1.0,279.5,17.47,15.96,8.19,16.95,4.26,3.97,2.41,2.0,3.36,0.5,0.27,17.71,279.5,17.47,15.96,8.19,16.95,4.26,3.97,2.41,2.0,3.36,0.5,0.27,18.51,279.5,17.47,15.96,8.19,16.95,4.26,3.97,2.41,2.0,3.36,0.5,0.27,17.71,3,21.63,367.74,4.0
Jared Goff,DET,QB,1.0,14.82,320.72,21.28,502.95,33.63,0.63,4092.21,268.8,7.95,28.21,1.83,10.21,0.7,30.23,2.13,35.56,2.32,83.95,5.43,2.28,6.64,0.42,1.64,0.11,4.18,0.28,538.51,35.95,6.64,0.42,0.98,269.83,17.57,16.26,8.85,16.65,4.46,3.08,1.26,1.79,4.23,0.67,0.38,17.79,269.83,17.57,16.26,8.85,16.65,4.46,2.44,1.9,1.79,4.23,0.67,0.38,18.0,269.83,17.57,16.26,8.85,16.65,4.46,3.08,1.26,1.79,4.23,0.67,0.38,17.79,3,19.49,331.41,7.0
Alex Smith,FA,QB,0.0,11.79,252.49,21.21,389.9,33.0,0.64,2793.03,232.78,7.05,14.62,1.19,5.31,0.46,25.95,2.2,46.59,3.98,212.46,17.75,4.43,15.41,1.35,1.41,0.12,1.31,0.11,436.49,36.98,15.41,1.35,0.97,187.03,15.41,14.43,5.33,16.69,5.08,3.15,1.36,0.72,1.49,0.26,0.14,16.25,187.03,15.41,14.43,5.33,16.69,5.08,3.15,1.36,0.72,1.49,0.26,0.14,16.93,187.03,15.41,14.43,5.33,16.69,5.08,3.15,1.36,0.72,1.49,0.26,0.14,16.25,3,15.13,257.29,17.0
Andy Dalton,CAR,QB,1.0,12.79,258.36,20.27,418.9,32.83,0.62,2927.54,229.7,6.99,21.72,1.74,10.95,0.88,27.67,2.11,24.72,1.84,107.72,8.54,5.05,6.62,0.48,0.41,0.03,1.33,0.08,443.62,34.67,6.62,0.48,1.0,192.61,15.21,15.81,6.76,15.55,4.87,2.74,1.74,2.54,0.9,0.36,0.08,16.55,192.61,15.21,15.81,6.76,15.55,4.87,2.74,1.74,2.54,0.9,0.36,0.08,16.79,192.61,15.21,15.81,6.76,15.55,4.87,2.1,2.38,2.54,0.9,0.36,0.08,16.55,3,10.46,177.8,27.0
Mitchell Trubisky,BUF,QB,1.0,13.43,262.43,19.41,404.29,30.0,0.65,2928.71,216.65,7.21,19.14,1.39,10.57,0.78,26.0,1.96,60.29,4.45,371.57,27.38,6.15,24.14,1.76,2.71,0.2,3.0,0.22,464.57,34.45,24.14,1.76,1.0,226.24,16.62,13.31,9.97,15.29,5.86,2.43,1.29,1.0,2.86,0.43,0.29,15.72,226.24,16.62,13.31,9.97,15.29,5.86,2.43,1.29,1.0,2.86,0.43,0.29,16.61,226.24,16.62,13.31,9.97,15.29,5.86,2.43,1.29,1.0,2.86,0.43,0.29,15.72,2,14.85,252.38,18.0
Matthew Stafford,LAR,QB,1.0,16.0,370.18,23.14,561.56,35.1,0.66,4004.95,250.31,7.13,23.36,1.46,10.64,0.66,41.49,2.59,27.26,1.7,91.87,5.74,3.26,8.97,0.56,0.21,0.01,4.56,0.29,588.82,36.8,8.97,0.56,1.0,234.85,14.68,14.91,5.9,15.46,6.31,3.51,3.1,2.26,0.82,0.25,0.06,16.23,234.85,14.68,14.91,5.9,15.46,6.31,3.51,3.1,2.26,0.82,0.25,0.06,16.51,234.85,14.68,14.91,5.9,15.46,6.31,3.51,3.1,2.26,0.82,0.25,0.06,16.23,3,15.89,270.05,14.0
Ryan Fitzpatrick,FA,QB,0.0,8.1,153.13,18.91,240.82,29.63,0.64,2077.44,256.57,8.59,13.92,1.75,10.21,1.21,12.72,1.56,30.31,3.77,130.77,16.47,4.44,7.77,0.98,1.28,0.16,0.74,0.08,271.13,33.4,7.77,0.98,0.87,138.91,17.42,18.0,10.79,15.63,3.51,0.56,0.85,1.26,1.92,0.78,0.38,15.73,138.91,17.42,18.0,10.79,15.63,3.51,0.56,0.85,1.26,1.92,0.78,0.38,16.22,138.91,17.42,18.0,10.79,15.63,3.51,0.56,0.85,1.26,1.92,0.78,0.38,15.73,3,7.7,130.97,35.0
Case Keenum,HOU,QB,1.0,15.13,337.41,22.19,532.0,35.0,0.63,3628.82,239.05,6.85,18.1,1.19,12.54,0.84,29.79,1.97,28.97,1.93,105.87,6.98,3.58,11.1,0.74,1.64,0.11,1.64,0.11,560.97,36.93,11.1,0.74,1.0,210.26,13.82,14.19,5.49,14.91,7.28,3.67,2.15,1.15,0.87,0.18,0.08,15.62,210.26,13.82,14.19,5.49,14.91,7.28,3.67,2.15,1.15,0.87,0.18,0.08,15.98,210.26,13.82,14.19,5.49,14.91,7.28,3.67,2.15,1.15,0.87,0.18,0.08,15.62,3,13.93,236.77,20.0
Joe Flacco,IND,QB,1.0,11.51,283.69,24.96,452.64,40.1,0.62,2828.28,253.58,6.29,14.36,1.27,8.72,0.73,20.56,1.79,20.74,1.89,48.64,4.44,2.36,7.79,0.8,0.46,0.03,0.95,0.09,473.38,41.99,7.79,0.8,0.96,160.1,14.28,13.95,5.57,15.24,5.59,1.92,1.9,2.0,0.1,0.25,0.01,15.38,160.1,14.28,13.95,5.57,15.24,5.59,1.92,1.9,2.0,0.1,0.25,0.01,15.78,160.1,14.28,13.95,5.57,15.24,5.59,1.92,1.9,2.0,0.1,0.25,0.01,15.38,3,9.39,159.69,31.0
Eli Manning,FA,QB,0.0,15.74,372.51,23.66,576.97,36.67,0.65,4058.03,257.33,7.03,21.0,1.33,12.03,0.77,40.23,2.55,14.85,0.94,18.56,1.19,1.36,3.92,0.24,0.9,0.06,4.26,0.27,591.82,37.61,3.92,0.24,1.0,224.86,14.25,13.87,5.89,15.11,7.87,1.74,5.05,0.46,0.62,0.09,0.05,15.53,224.86,14.25,13.87,5.89,15.11,7.49,2.13,5.05,0.46,0.62,0.09,0.05,15.66,224.86,14.25,13.87,5.89,15.11,7.87,1.74,5.05,0.46,0.62,0.09,0.05,15.53,3,15.86,269.55,15.0
Blake Bortles,FA,QB,0.0,14.08,274.28,19.39,456.54,32.26,0.6,3088.21,218.14,6.77,16.08,1.12,12.03,0.86,29.51,2.13,57.74,4.14,353.36,25.46,6.12,24.87,1.81,1.46,0.1,3.95,0.29,514.28,36.4,24.87,1.81,1.0,202.75,14.27,12.29,8.78,13.66,7.18,0.67,2.26,2.26,1.72,0.39,0.13,14.67,202.75,14.27,12.29,8.78,13.66,7.28,0.56,2.26,2.26,1.72,0.39,0.13,15.58,202.75,14.27,12.29,8.78,13.66,7.18,0.67,2.26,2.26,1.72,0.39,0.13,14.67,3,11.17,189.93,25.0
Derek Carr,NO,QB,1.0,15.64,363.67,23.22,543.97,34.79,0.67,3895.72,248.9,7.15,20.69,1.33,10.36,0.66,39.46,2.5,25.28,1.62,54.23,3.49,2.18,5.0,0.32,0.64,0.04,5.56,0.35,569.26,36.41,5.0,0.32,1.0,218.79,14.01,13.54,7.99,13.67,8.82,2.05,1.26,1.77,1.74,0.33,0.12,15.08,218.79,14.01,13.54,7.99,13.67,8.82,2.05,1.26,1.77,1.74,0.33,0.12,15.24,218.79,14.01,13.54,7.99,13.67,8.82,2.05,1.26,1.77,1.74,0.33,0.12,15.08,3,15.13,257.29,16.0
Nick Mullens,MIN,QB,2.0,8.0,176.0,22.0,274.0,34.25,0.64,2277.0,284.62,8.31,13.0,1.62,10.0,1.25,17.0,2.12,18.0,2.25,-16.0,-2.0,-0.89,1.0,0.12,0.0,0.0,0.0,0.0,292.0,36.5,1.0,0.12,0.88,123.5,15.44,16.55,6.05,16.12,3.0,1.0,2.0,2.0,0.0,0.33,0.0,15.15,123.5,15.44,16.55,6.05,16.12,3.0,1.0,2.0,2.0,0.0,0.33,0.0,15.21,123.5,15.44,16.55,6.05,16.12,3.0,1.0,2.0,2.0,0.0,0.33,0.0,15.15,1,5.83,99.12,38.0
Sam Darnold,MIN,QB,1.0,13.0,239.0,18.38,414.0,31.85,0.58,2865.0,220.38,6.92,17.0,1.31,15.0,1.15,30.0,2.31,44.0,3.38,138.0,10.62,3.14,16.0,1.23,1.0,0.08,2.0,0.15,458.0,35.23,16.0,1.23,1.0,168.4,12.95,12.3,6.99,13.04,9.0,0.0,2.0,1.0,1.0,0.18,0.08,14.02,168.4,12.95,12.3,6.99,13.04,9.0,0.0,2.0,1.0,1.0,0.18,0.08,14.63,168.4,12.95,12.3,6.99,13.04,9.0,0.0,2.0,1.0,1.0,0.18,0.08,14.02,1,9.83,167.11,30.0
Ryan Tannehill,FA,QB,0.0,11.28,187.72,16.56,289.86,25.6,0.64,2119.14,186.87,7.29,17.28,1.54,9.41,0.83,34.17,3.05,32.97,2.92,147.62,13.1,4.49,9.14,0.81,0.14,0.01,3.86,0.34,322.83,28.52,9.14,0.81,1.0,148.66,13.15,13.81,7.91,12.85,5.86,2.0,1.28,1.14,1.0,0.23,0.1,13.95,148.66,13.15,13.81,7.91,12.85,5.86,2.0,1.28,1.14,1.0,0.23,0.1,14.36,148.66,13.15,13.81,7.91,12.85,5.86,2.0,1.28,1.14,1.0,0.23,0.1,13.95,3,8.52,144.86,33.0
Marcus Mariota,WAS,QB,1.0,14.36,246.51,17.13,374.59,25.98,0.66,2800.62,194.42,7.51,13.05,0.91,9.9,0.68,36.21,2.54,62.56,4.37,344.64,24.07,5.51,24.26,1.7,2.77,0.19,2.05,0.14,437.15,30.35,24.26,1.7,1.0,192.78,13.39,10.71,8.18,13.19,6.92,1.67,1.08,3.64,1.05,0.51,0.09,13.29,192.78,13.39,10.71,8.18,13.19,6.67,1.92,1.33,3.38,1.05,0.49,0.09,14.1,192.78,13.39,10.71,8.18,13.19,6.92,1.67,1.08,3.64,1.05,0.51,0.09,13.29,3,13.26,225.35,23.0
C.J. Beathard,JAC,QB,1.0,6.29,108.0,17.16,184.71,29.26,0.59,1302.86,207.42,7.12,6.86,1.11,6.71,1.08,18.29,2.92,21.0,3.32,88.14,13.77,4.09,6.86,1.08,1.57,0.24,2.71,0.44,205.71,32.58,6.86,1.08,0.8,78.94,12.55,14.59,7.95,12.24,3.0,0.57,1.71,0.71,0.29,0.19,0.05,11.42,78.94,12.55,14.59,7.95,12.24,3.0,0.57,1.71,0.71,0.29,0.19,0.05,11.96,78.94,12.55,14.59,7.95,12.24,3.0,0.57,1.71,0.71,0.29,0.19,0.05,11.42,2,4.88,82.9,39.0
Tyrod Taylor,NYJ,QB,2.0,7.95,121.95,13.06,206.9,23.78,0.54,1330.95,144.32,5.98,6.62,0.67,2.92,0.43,24.44,3.16,41.54,4.65,249.1,31.3,6.94,13.69,1.62,2.28,0.27,0.72,0.05,248.44,28.43,13.69,1.62,0.78,111.4,12.29,11.31,9.25,11.77,3.13,1.21,1.33,1.36,0.92,0.37,0.08,10.33,111.4,12.29,11.31,9.25,11.77,3.13,1.21,1.33,1.36,0.92,0.37,0.08,11.14,111.4,12.29,11.31,9.25,11.77,3.13,1.21,1.33,1.36,0.92,0.37,0.08,10.33,3,9.85,167.49,29.0
Lamar Jackson,BAL,QB,1.0,16.0,99.0,6.19,170.0,10.62,0.58,1201.0,75.06,7.06,6.0,0.38,3.0,0.19,16.0,1.0,147.0,9.19,695.0,43.44,4.73,45.0,2.81,5.0,0.31,4.0,0.25,317.0,19.81,45.0,2.81,1.0,157.6,9.85,7.75,8.59,9.42,9.0,4.0,2.0,0.0,1.0,0.07,0.07,9.03,157.6,9.85,7.75,8.59,9.42,9.0,4.0,2.0,0.0,1.0,0.07,0.07,10.44,157.6,9.85,7.75,8.59,9.42,9.0,4.0,2.0,0.0,1.0,0.07,0.07,9.03,1,23.3,396.06,2.0
Josh Rosen,FA,QB,0.0,14.0,217.0,15.5,393.0,28.07,0.55,2278.0,162.71,5.8,11.0,0.79,14.0,1.0,45.0,3.21,23.0,1.64,138.0,9.86,6.0,8.0,0.57,0.0,0.0,5.0,0.36,416.0,29.71,8.0,0.57,1.0,113.0,8.07,8.05,5.06,8.81,13.0,0.0,1.0,0.0,0.0,0.0,0.0,9.72,113.0,8.07,8.05,5.06,8.81,13.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,113.0,8.07,8.05,5.06,8.81,13.0,0.0,1.0,0.0,0.0,0.0,0.0,9.72,1,8.11,137.85,34.0
Jeff Driskel,WAS,QB,2.0,9.0,105.0,11.67,176.0,19.56,0.6,1003.0,111.44,5.7,6.0,0.67,2.0,0.22,16.0,1.78,25.0,2.78,130.0,14.44,5.2,7.0,0.78,2.0,0.22,1.0,0.11,201.0,22.33,7.0,0.78,0.93,85.1,9.46,10.4,6.07,9.86,7.0,1.0,1.0,0.0,0.0,0.0,0.0,9.58,85.1,9.46,10.4,6.07,9.86,7.0,1.0,1.0,0.0,0.0,0.0,0.0,9.97,85.1,9.46,10.4,6.07,9.86,7.0,1.0,1.0,0.0,0.0,0.0,0.0,9.58,1,9.21,156.58,32.0
Jimmy Garoppolo,LAR,QB,2.0,4.08,69.15,17.19,109.15,27.7,0.63,911.74,228.66,8.24,5.41,1.44,3.21,0.85,10.69,3.17,10.0,2.52,24.59,7.62,2.89,2.15,0.58,0.26,0.04,0.1,0.02,119.15,30.22,2.15,0.58,0.64,56.58,14.55,14.58,6.78,14.87,1.56,1.0,0.26,1.26,0.0,0.47,0.0,9.57,56.58,14.55,14.58,6.78,14.87,1.56,1.0,0.26,1.26,0.0,0.47,0.0,9.86,56.58,14.55,14.58,6.78,14.87,1.56,1.0,0.26,1.26,0.0,0.47,0.0,9.57,3,0.0,0.0,59.0
Nick Foles,FA,QB,0.0,5.31,108.69,21.39,156.54,30.58,0.67,1085.51,214.84,6.78,6.08,1.18,3.08,0.59,7.46,1.47,9.0,1.69,11.26,2.15,1.18,4.1,0.81,0.0,0.0,1.79,0.33,165.54,32.27,4.1,0.81,0.73,59.74,11.84,10.84,9.82,10.93,3.03,1.28,0.1,0.0,0.9,0.2,0.2,8.93,59.74,11.84,10.84,9.82,10.93,3.03,1.28,0.1,0.0,0.9,0.2,0.2,9.33,59.74,11.84,10.84,9.82,10.93,3.03,1.28,0.1,0.0,0.9,0.2,0.2,8.93,3,0.0,0.0,59.0
Josh Johnson,BAL,QB,2.0,4.0,52.0,13.0,91.0,22.75,0.57,590.0,147.5,6.48,3.0,0.75,4.0,1.0,9.0,2.25,23.0,5.75,120.0,30.0,5.22,7.0,1.75,1.0,0.25,0.0,0.0,114.0,28.5,7.0,1.75,0.65,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.11,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.98,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.11,1,0.0,0.0,59.0
Brock Osweiler,FA,QB,0.0,7.56,127.92,16.51,210.51,27.14,0.61,1381.62,180.91,6.71,6.67,0.87,5.49,0.69,16.23,2.17,11.79,1.53,43.31,5.55,3.3,2.74,0.31,0.46,0.06,1.0,0.14,222.31,28.67,2.74,0.31,0.84,78.22,10.27,7.6,8.49,9.9,5.15,0.46,0.95,0.1,0.9,0.17,0.16,8.67,78.22,10.27,7.6,8.49,9.9,5.15,0.46,0.95,0.1,0.9,0.17,0.16,8.83,78.22,10.27,7.6,8.49,9.9,5.15,0.46,0.95,0.1,0.9,0.17,0.16,8.67,3,6.82,115.99,36.0
