Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Jay Feely,FA,K,0.0,16,30,1.88,36,2.25,0.83,52,32.44,0,0.0,9,0.56,7,0.44,11,0.69,3,0.19,37,2.31,37,2.31,1.0,145,9.06,1.0,144.0,9.0,9.0,5.02,7.51,5,1,4,2,4,0.6,0.33,8.6,144.0,9.0,9.0,5.02,7.51,5,1,5,1,4,0.45,0.33,8.47,144.0,9.0,9.0,5.02,7.51,5,1,5,2,3,0.45,0.23,8.35
Shaun Suisham,FA,K,0.0,16,30,1.88,32,2.0,0.94,48,31.81,0,0.0,9,0.56,13,0.81,8,0.5,0,0.0,39,2.44,39,2.44,1.0,135,8.44,1.0,135.8,8.49,8.5,4.45,7.3,5,3,2,2,4,0.6,0.33,8.26,135.8,8.49,8.5,4.45,7.3,5,3,2,3,3,0.6,0.23,8.14,135.8,8.49,8.5,4.45,7.3,6,2,2,2,4,0.6,0.33,8.26
Blair Walsh,FA,K,0.0,16,26,1.62,30,1.88,0.87,54,31.38,0,0.0,7,0.44,12,0.75,5,0.31,2,0.12,43,2.69,44,2.75,0.98,134,8.38,1.0,130.0,8.12,9.0,4.22,7.08,5,2,3,5,1,0.6,0.07,8.04,130.0,8.12,9.0,4.22,7.08,6,1,3,5,1,0.6,0.07,8.04,130.0,8.12,9.0,4.22,7.08,5,2,3,5,1,0.6,0.07,8.04
Dan Bailey,FA,K,0.0,16,28,1.75,30,1.88,0.93,53,33.75,2,0.12,2,0.12,8,0.5,10,0.62,6,0.38,47,2.94,47,2.94,1.0,137,8.56,1.0,153.0,9.56,7.0,5.6,7.76,8,1,0,4,3,0.78,0.23,7.89,153.0,9.56,7.0,5.6,7.76,8,1,0,3,4,0.78,0.33,8.01,153.0,9.56,7.0,5.6,7.76,6,3,0,3,4,0.78,0.33,8.01
Robbie Gould,FA,K,0.0,16,26,1.62,29,1.81,0.9,58,33.69,0,0.0,11,0.69,6,0.38,6,0.38,3,0.19,45,2.81,45,2.81,1.0,132,8.25,1.0,135.0,8.44,8.5,3.29,7.83,4,4,3,3,2,0.45,0.14,8.09,135.0,8.44,8.5,3.29,7.83,5,3,3,4,1,0.45,0.07,7.99,135.0,8.44,8.5,3.29,7.83,5,3,2,5,1,0.6,0.07,8.13
Graham Gano,NYG,K,1.0,16,24,1.5,27,1.69,0.89,55,35.81,0,0.0,9,0.56,4,0.25,5,0.31,6,0.38,42,2.62,42,2.62,1.0,123,7.69,1.0,131.0,8.19,8.0,3.58,7.43,6,3,2,3,2,0.45,0.14,7.68,131.0,8.19,8.0,3.58,7.43,6,3,2,3,2,0.45,0.14,7.68,131.0,8.19,8.0,3.58,7.43,5,4,1,4,2,0.6,0.14,7.81
Garrett Hartley,FA,K,0.0,14,22,1.57,30,2.14,0.73,55,31.5,2,0.14,5,0.36,5,0.36,9,0.64,1,0.07,41,2.93,41,2.93,1.0,131,9.36,1.0,118.0,8.43,7.5,3.86,7.51,4,4,1,4,1,0.56,0.08,7.68,118.0,8.43,7.5,3.86,7.51,5,3,1,4,1,0.56,0.08,7.68,118.0,8.43,7.5,3.86,7.51,5,3,1,4,1,0.56,0.08,7.68
Rob Bironas,FA,K,0.0,16,25,1.56,29,1.81,0.86,55,31.69,0,0.0,10,0.62,8,0.5,5,0.31,2,0.12,41,2.56,41,2.56,1.0,128,8.0,1.0,125.0,7.81,8.0,3.17,7.31,6,3,2,5,0,0.45,0.0,7.47,125.0,7.81,8.0,3.17,7.31,7,2,2,4,1,0.45,0.07,7.56,125.0,7.81,8.0,3.17,7.31,5,4,2,4,1,0.45,0.07,7.56
Caleb Sturgis,FA,K,0.0,16,26,1.62,34,2.12,0.76,54,35.0,1,0.06,4,0.25,10,0.62,8,0.5,3,0.19,33,2.06,33,2.06,1.0,135,8.44,1.0,125.0,7.81,8.0,3.99,6.91,5,4,2,5,0,0.45,0.0,7.35,125.0,7.81,8.0,3.99,6.91,6,3,2,4,1,0.45,0.07,7.44,125.0,7.81,8.0,3.99,6.91,5,4,2,4,1,0.45,0.07,7.44
Ryan Succop,FA,K,0.0,16,22,1.38,28,1.75,0.79,51,27.44,0,0.0,6,0.38,9,0.56,6,0.38,1,0.06,52,3.25,52,3.25,1.0,136,8.5,1.0,126.0,7.88,7.5,3.96,6.97,7,3,2,1,3,0.33,0.23,7.35,126.0,7.88,7.5,3.96,6.97,8,2,2,1,3,0.33,0.23,7.35,126.0,7.88,7.5,3.96,6.97,7,3,2,2,2,0.33,0.14,7.25
Greg Zuerlein,NYJ,K,1.0,16,26,1.62,28,1.75,0.93,54,34.69,0,0.0,7,0.44,10,0.62,8,0.5,1,0.06,34,2.12,34,2.12,1.0,118,7.38,1.0,122.0,7.62,8.0,3.77,6.83,6,3,3,2,2,0.33,0.14,7.28,122.0,7.62,8.0,3.77,6.83,6,3,4,1,2,0.23,0.14,7.16,122.0,7.62,8.0,3.77,6.83,6,3,4,1,2,0.23,0.14,7.16
Matt Bryant,FA,K,0.0,16,24,1.5,27,1.69,0.89,53,34.81,0,0.0,9,0.56,7,0.44,5,0.31,3,0.19,39,2.44,39,2.44,1.0,120,7.5,1.0,122.0,7.62,7.0,3.05,7.21,7,3,2,3,1,0.33,0.07,6.94,122.0,7.62,7.0,3.05,7.21,8,2,1,4,1,0.45,0.07,7.07,122.0,7.62,7.0,3.05,7.21,8,2,2,4,0,0.33,0.0,6.85
Randy Bullock,FA,K,0.0,16,26,1.62,35,2.19,0.74,51,39.69,1,0.06,7,0.44,5,0.31,12,0.75,1,0.06,26,1.62,26,1.62,1.0,131,8.19,1.0,118.0,7.38,7.5,2.92,7.05,6,6,2,1,1,0.14,0.07,6.92,118.0,7.38,7.5,2.92,7.05,6,6,2,2,0,0.14,0.0,6.83,118.0,7.38,7.5,2.92,7.05,6,6,2,1,1,0.14,0.07,6.92
Alex Henery,FA,K,0.0,16,23,1.44,28,1.75,0.82,51,31.25,0,0.0,8,0.5,7,0.44,7,0.44,1,0.06,45,2.81,45,2.81,1.0,129,8.06,1.0,123.0,7.69,7.0,4.91,6.45,8,3,1,2,2,0.33,0.14,6.79,123.0,7.69,7.0,4.91,6.45,7,4,1,2,2,0.33,0.14,6.79,123.0,7.69,7.0,4.91,6.45,8,3,1,2,2,0.33,0.14,6.79
Sebastian Janikowski,FA,K,0.0,16,21,1.31,30,1.88,0.7,53,27.12,0,0.0,6,0.38,4,0.25,8,0.5,3,0.19,37,2.31,37,2.31,1.0,127,7.94,1.0,114.0,7.12,7.0,4.7,6.04,8,3,1,2,2,0.33,0.14,6.62,114.0,7.12,7.0,4.7,6.04,7,4,0,3,2,0.45,0.14,6.74,114.0,7.12,7.0,4.7,6.04,7,4,1,2,2,0.33,0.14,6.62
Mike Nugent,FA,K,0.0,16,18,1.12,22,1.38,0.82,54,27.88,0,0.0,2,0.12,6,0.38,7,0.44,3,0.19,52,3.25,52,3.25,1.0,118,7.38,1.0,119.0,7.44,7.0,3.12,6.99,8,1,4,3,0,0.23,0.0,6.63,119.0,7.44,7.0,3.12,6.99,8,1,4,3,0,0.23,0.0,6.63,119.0,7.44,7.0,3.12,6.99,7,2,3,4,0,0.33,0.0,6.75
Rian Lindell,FA,K,0.0,16,23,1.44,29,1.81,0.79,54,36.94,0,0.0,3,0.19,12,0.75,4,0.25,4,0.25,31,1.94,31,1.94,1.0,118,7.38,1.0,112.0,7.0,7.0,3.12,6.58,9,3,1,3,0,0.23,0.0,6.47,112.0,7.0,7.0,3.12,6.58,7,5,1,3,0,0.23,0.0,6.47,112.0,7.0,7.0,3.12,6.58,8,4,1,3,0,0.23,0.0,6.47
Kai Forbath,LAR,K,1.0,13,18,1.38,22,1.69,0.82,50,31.54,0,0.0,3,0.23,10,0.77,4,0.31,1,0.08,26,2.0,26,2.0,1.0,92,7.08,1.0,86.0,6.62,7.0,3.33,6.12,7,2,3,1,0,0.08,0.0,6.07,86.0,6.62,7.0,3.33,6.12,7,2,2,2,0,0.18,0.0,6.2,86.0,6.62,7.0,3.33,6.12,8,1,3,1,0,0.08,0.0,6.07
Josh Brown,FA,K,0.0,16,23,1.44,26,1.62,0.88,52,22.38,0,0.0,8,0.5,7,0.44,7,0.44,1,0.06,31,1.94,31,1.94,1.0,109,6.81,1.0,109.0,6.81,6.5,5.34,5.6,9,2,1,2,2,0.33,0.14,6.13,109.0,6.81,6.5,5.34,5.6,8,3,1,2,2,0.33,0.14,6.13,109.0,6.81,6.5,5.34,5.6,9,2,1,2,2,0.33,0.14,6.13
Billy Cundiff,FA,K,0.0,16,21,1.31,26,1.62,0.81,51,34.81,0,0.0,7,0.44,5,0.31,7,0.44,2,0.12,32,2.0,32,2.0,1.0,110,6.88,1.0,106.0,6.62,6.5,2.87,6.36,10,3,2,0,1,0.07,0.07,6.02,106.0,6.62,6.5,2.87,6.36,8,5,2,0,1,0.07,0.07,6.02,106.0,6.62,6.5,2.87,6.36,10,3,2,0,1,0.07,0.07,6.02
David Akers,FA,K,0.0,16,19,1.19,24,1.5,0.79,53,29.31,1,0.06,5,0.31,6,0.38,4,0.25,3,0.19,42,2.62,42,2.62,1.0,114,7.12,1.0,109.0,6.81,6.5,4.23,5.93,8,2,4,1,1,0.14,0.07,5.97,109.0,6.81,6.5,4.23,5.93,8,2,4,1,1,0.14,0.07,5.97,109.0,6.81,6.5,4.23,5.93,8,2,4,1,1,0.14,0.07,5.97
Josh Scobee,FA,K,0.0,16,23,1.44,25,1.56,0.92,55,36.75,0,0.0,3,0.19,12,0.75,4,0.25,4,0.25,22,1.38,22,1.38,1.0,97,6.06,1.0,103.0,6.44,5.5,3.61,5.83,9,0,5,1,1,0.14,0.07,5.42,103.0,6.44,5.5,3.61,5.83,9,0,5,2,0,0.14,0.0,5.33,103.0,6.44,5.5,3.61,5.83,9,0,5,1,1,0.14,0.07,5.42
Shayne Graham,FA,K,0.0,2,2,1.0,2,1.0,1.0,40,20.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,7,3.5,7,3.5,1.0,13,6.5,0.44,14.0,7.0,7.0,1.41,8.02,1,1,0,0,0,0.0,0.0,2.94,14.0,7.0,7.0,1.41,8.02,1,1,0,0,0,0.0,0.0,2.94,14.0,7.0,7.0,1.41,8.02,1,1,0,0,0,0.0,0.0,2.94
John Potter,FA,K,0.0,3,3,1.0,4,1.33,0.75,43,22.67,0,0.0,2,0.67,0,0.0,1,0.33,0,0.0,7,2.33,7,2.33,1.0,19,6.33,0.56,17.0,5.67,6.0,3.51,5.17,2,0,1,0,0,0.0,0.0,2.85,17.0,5.67,6.0,3.51,5.17,2,0,1,0,0,0.0,0.0,2.85,17.0,5.67,6.0,3.51,5.17,2,0,1,0,0,0.0,0.0,2.85
Jonathan Brown,FA,K,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
