Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Graham Gano,NYG,K,1.0,7.63,10.53,0.75,11.37,0.82,0.48,30.0,16.65,0.0,0.0,2.63,0.18,3.58,0.25,3.37,0.23,0.95,0.08,16.63,1.24,18.21,1.35,0.48,52.32,3.8,0.66,53.47,3.88,3.63,2.33,3.42,3.53,0.53,1.89,1.05,0.63,0.16,0.06,3.48,53.47,3.88,3.63,2.33,3.42,3.53,0.42,1.58,1.47,0.63,0.23,0.06,3.54,53.47,3.88,3.63,2.33,3.42,3.53,0.53,1.47,1.47,0.63,0.23,0.06,3.54,3,6.53,111.08,19.0
Sebastian Janikowski,FA,K,0.0,7.0,8.8,0.55,10.8,0.68,0.32,22.4,15.85,0.0,0.0,0.8,0.05,3.6,0.22,3.2,0.2,1.2,0.08,19.2,1.2,20.4,1.28,0.38,52.8,3.3,0.57,51.2,3.2,3.0,0.86,3.3,1.8,2.4,0.8,2.0,0.0,0.18,0.0,3.06,51.2,3.2,3.0,0.86,3.3,1.8,2.4,0.8,1.6,0.4,0.18,0.03,3.1,51.2,3.2,3.0,0.86,3.3,1.8,2.4,0.8,2.0,0.0,0.18,0.0,3.06,2,5.41,91.91,30.0
Giorgio Tavecchio,FA,K,0.0,4.79,4.95,0.74,6.0,0.8,0.48,28.84,18.72,0.0,0.0,1.37,0.17,1.05,0.07,1.26,0.25,1.26,0.25,9.47,1.28,9.68,1.29,0.52,27.68,3.7,0.52,28.11,4.24,3.58,2.74,3.48,3.32,0.53,0.21,0.21,0.53,0.19,0.17,2.47,28.11,4.24,3.58,2.74,3.48,3.11,0.42,0.53,0.21,0.53,0.19,0.17,2.47,28.11,4.24,3.58,2.74,3.48,3.11,0.42,0.53,0.21,0.53,0.19,0.17,2.47,3,0.0,0.0,50.5
Greg Joseph,NYJ,K,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,3.0,1.0,9.0,3.0,0.56,9.0,3.0,4.0,2.65,2.94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,9.0,3.0,4.0,2.65,2.94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,9.0,3.0,4.0,2.65,2.94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1,0.0,0.0,50.5
Matt McCrane,FA,K,0.0,2.6,3.2,0.64,4.8,0.96,0.27,18.8,12.64,0.0,0.0,1.2,0.24,0.8,0.16,1.2,0.24,0.0,0.0,3.6,0.72,3.6,0.72,0.4,18.0,3.6,0.46,14.4,2.88,1.6,1.99,2.41,1.8,0.0,0.0,0.4,0.4,0.27,0.1,1.72,14.4,2.88,1.6,1.99,2.41,1.8,0.0,0.0,0.4,0.4,0.27,0.1,1.72,14.4,2.88,1.6,1.99,2.41,1.8,0.0,0.0,0.4,0.4,0.27,0.1,1.72,2,0.0,0.0,50.5
Caleb Sturgis,FA,K,0.0,2.58,3.47,1.11,4.74,1.32,0.43,26.0,20.63,0.0,0.0,1.26,0.21,0.84,0.31,1.16,0.37,0.21,0.21,3.05,0.68,5.16,1.21,0.29,19.37,5.16,0.44,15.05,4.79,4.95,1.01,1.92,1.11,0.63,0.32,0.32,0.21,0.27,0.21,1.58,15.05,4.79,4.95,1.01,1.92,1.11,0.63,0.32,0.32,0.21,0.27,0.21,1.58,15.05,4.79,4.95,1.01,1.92,1.11,0.63,0.32,0.32,0.21,0.27,0.21,1.58,3,0.0,0.0,50.5
Ty Long,FA,K,0.0,16.0,7.0,0.44,9.0,0.56,0.78,51.0,10.81,0.0,0.0,0.0,0.0,2.0,0.12,4.0,0.25,1.0,0.06,9.0,0.56,9.0,0.56,1.0,36.0,2.25,1.0,36.0,2.25,0.0,4.63,1.92,13.0,1.0,1.0,0.0,1.0,0.07,0.07,1.18,36.0,2.25,0.0,4.63,1.92,13.0,1.0,1.0,0.0,1.0,0.07,0.07,1.18,36.0,2.25,0.0,4.63,1.92,13.0,1.0,1.0,0.0,1.0,0.07,0.07,1.18,1,0.0,0.0,50.5
Michael Palardy,FA,K,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,50.5
Kasey Redfern,FA,K,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,50.5
Michael Palardy,ARI,K,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,50.5
Kaare Vedvik,FA,K,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,50.5
Ryan Santoso,FA,K,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,50.5
