Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Jason Myers,SEA,K,1.0,16,33,2.06,36,2.25,0.92,56,44.75,0,0.0,4,0.25,13,0.81,10,0.62,6,0.38,30,1.88,33,2.06,0.91,141,8.81,1.0,151.0,9.44,8.5,6.0,7.53,5,2,4,2,3,0.45,0.23,8.13,151.0,9.44,8.5,6.0,7.53,5,2,4,3,2,0.45,0.14,8.03,151.0,9.44,8.5,6.0,7.53,6,2,3,2,3,0.45,0.23,8.13
Matt Prater,ARI,K,1.0,16,28,1.75,32,2.0,0.88,54,35.0,0,0.0,8,0.5,12,0.75,5,0.31,3,0.19,30,1.88,30,1.88,1.0,126,7.88,1.0,129.3,8.08,8.0,4.19,7.05,5,3,1,4,3,0.78,0.23,7.94,129.3,8.08,8.0,4.19,7.05,5,3,1,4,3,0.78,0.23,7.94,129.3,8.08,8.0,4.19,7.05,7,1,2,3,3,0.6,0.23,7.79
Matt Bryant,FA,K,0.0,13,20,1.54,21,1.62,0.95,57,38.85,0,0.0,4,0.31,5,0.38,7,0.54,4,0.31,33,2.54,35,2.69,0.94,98,7.54,1.0,108.0,8.31,8.0,4.48,7.13,5,2,1,2,3,0.62,0.3,7.89,108.0,8.31,8.0,4.48,7.13,5,1,2,2,3,0.62,0.3,7.89,108.0,8.31,8.0,4.48,7.13,5,2,1,2,3,0.62,0.3,7.89
Sebastian Janikowski,FA,K,0.0,16,22,1.38,27,1.69,0.81,56,39.62,0,0.0,2,0.12,9,0.56,8,0.5,3,0.19,48,3.0,51,3.19,0.94,132,8.25,1.0,128.0,8.0,7.5,2.16,8.24,3,6,2,5,0,0.45,0.0,7.66,128.0,8.0,7.5,2.16,8.24,3,6,2,4,1,0.45,0.07,7.76,128.0,8.0,7.5,2.16,8.24,3,6,2,5,0,0.45,0.0,7.66
Dustin Hopkins,CLE,K,1.0,16,26,1.62,29,1.81,0.9,56,32.44,0,0.0,5,0.31,7,0.44,10,0.62,4,0.25,25,1.56,26,1.62,0.96,113,7.06,1.0,121.0,7.56,8.5,4.56,6.46,6,1,3,4,2,0.6,0.14,7.56,121.0,7.56,8.5,4.56,6.46,5,3,2,3,3,0.6,0.23,7.67,121.0,7.56,8.5,4.56,6.46,5,3,2,4,2,0.6,0.14,7.56
Stephen Gostkowski,FA,K,0.0,16,27,1.69,32,2.0,0.84,52,35.38,0,0.0,11,0.69,10,0.62,4,0.25,2,0.12,49,3.06,50,3.12,0.98,146,9.12,1.0,138.0,8.62,8.0,4.29,7.49,5,1,8,0,2,0.14,0.14,7.49,138.0,8.62,8.0,4.29,7.49,4,5,5,0,2,0.14,0.14,7.49,138.0,8.62,8.0,4.29,7.49,3,4,7,0,2,0.14,0.14,7.49
Jake Elliott,PHI,K,1.0,16,26,1.62,31,1.94,0.84,56,33.62,0,0.0,7,0.44,10,0.62,7,0.44,2,0.12,33,2.06,35,2.19,0.94,128,8.0,1.0,122.0,7.62,7.5,3.56,6.93,5,4,1,5,1,0.6,0.07,7.35,122.0,7.62,7.5,3.56,6.93,7,1,2,5,1,0.6,0.07,7.35,122.0,7.62,7.5,3.56,6.93,6,2,2,5,1,0.6,0.07,7.35
Michael Badgley,DET,K,1.0,10,15,1.5,16,1.6,0.94,59,31.7,0,0.0,4,0.4,5,0.5,5,0.5,1,0.1,27,2.7,28,2.8,0.96,76,7.6,0.96,79.0,7.9,8.5,4.41,6.81,4,1,3,1,1,0.25,0.11,7.1,79.0,7.9,8.5,4.41,6.81,4,0,4,0,2,0.25,0.25,7.26,79.0,7.9,8.5,4.41,6.81,4,0,4,1,1,0.25,0.11,7.1
Cairo Santos,CHI,K,1.0,9,14,1.56,18,2.0,0.78,45,30.22,1,0.11,4,0.44,6,0.67,3,0.33,0,0.0,22,2.44,23,2.56,0.96,77,8.56,0.93,67.0,7.44,9.0,2.88,7.14,3,1,3,2,0,0.29,0.0,7.11,67.0,7.44,9.0,2.88,7.14,3,1,3,2,0,0.29,0.0,7.11,67.0,7.44,9.0,2.88,7.14,2,2,4,1,0,0.12,0.0,6.93
Daniel Carlson,LV,K,1.0,12,17,1.42,21,1.75,0.81,50,38.42,0,0.0,2,0.17,3,0.25,9,0.75,3,0.25,24,2.0,24,2.0,1.0,87,7.25,1.0,90.0,7.5,7.0,3.63,6.79,5,3,0,2,2,0.5,0.2,7.09,90.0,7.5,7.0,3.63,6.79,4,4,0,2,2,0.5,0.2,7.09,90.0,7.5,7.0,3.63,6.79,5,3,0,2,2,0.5,0.2,7.09
Cody Parkey,FA,K,0.0,16,23,1.44,30,1.88,0.77,50,31.44,0,0.0,6,0.38,7,0.44,9,0.56,1,0.06,42,2.62,45,2.81,0.93,135,8.44,1.0,122.0,7.62,6.5,3.76,6.84,6,3,2,4,1,0.45,0.07,6.81,122.0,7.62,6.5,3.76,6.84,7,3,1,4,1,0.45,0.07,6.81,122.0,7.62,6.5,3.76,6.84,6,3,2,3,2,0.45,0.14,6.91
Ryan Succop,FA,K,0.0,16,26,1.62,30,1.88,0.87,54,33.56,0,0.0,5,0.31,13,0.81,5,0.31,3,0.19,28,1.75,31,1.94,0.9,121,7.56,1.0,117.0,7.31,7.5,3.59,6.63,6,3,4,2,1,0.23,0.07,6.8,117.0,7.31,7.5,3.59,6.63,6,3,5,1,1,0.14,0.07,6.7,117.0,7.31,7.5,3.59,6.63,7,2,4,2,1,0.23,0.07,6.8
Dan Bailey,FA,K,0.0,14,21,1.5,28,2.0,0.75,52,31.71,0,0.0,5,0.36,11,0.79,4,0.29,1,0.07,30,2.14,31,2.21,0.97,115,8.21,1.0,99.0,7.07,6.0,4.51,6.06,8,0,1,3,2,0.56,0.17,6.5,99.0,7.07,6.0,4.51,6.06,6,2,1,2,3,0.56,0.27,6.63,99.0,7.07,6.0,4.51,6.06,7,1,1,3,2,0.56,0.17,6.5
Josh Lambo,FA,K,0.0,13,19,1.46,21,1.62,0.9,57,28.0,0,0.0,4,0.31,8,0.62,3,0.23,4,0.31,19,1.46,20,1.54,0.95,83,6.38,1.0,87.0,6.69,7.0,5.01,5.59,6,2,1,1,3,0.44,0.3,6.58,87.0,6.69,7.0,5.01,5.59,6,2,1,2,2,0.44,0.18,6.45,87.0,6.69,7.0,5.01,5.59,6,3,0,2,2,0.44,0.18,6.45
Randy Bullock,FA,K,0.0,16,19,1.19,23,1.44,0.83,51,29.12,0,0.0,4,0.25,7,0.44,6,0.38,2,0.12,39,2.44,41,2.56,0.95,110,6.88,1.0,106.0,6.62,6.5,3.7,5.96,8,2,1,5,0,0.45,0.0,6.21,106.0,6.62,6.5,3.7,5.96,7,4,0,5,0,0.45,0.0,6.21,106.0,6.62,6.5,3.7,5.96,7,3,1,4,1,0.45,0.07,6.31
Brandon McManus,FA,K,0.0,16,20,1.25,25,1.56,0.8,53,30.81,0,0.0,5,0.31,6,0.38,7,0.44,2,0.12,35,2.19,35,2.19,1.0,110,6.88,1.0,106.0,6.62,6.0,3.79,5.93,9,1,2,2,2,0.33,0.14,6.07,106.0,6.62,6.0,3.79,5.93,9,3,0,1,3,0.33,0.23,6.17,106.0,6.62,6.0,3.79,5.93,9,2,1,2,2,0.33,0.14,6.07
Stephen Hauschka,FA,K,0.0,16,22,1.38,28,1.75,0.79,54,33.56,0,0.0,3,0.19,8,0.5,7,0.44,4,0.25,25,1.56,26,1.62,0.96,110,6.88,1.0,106.0,6.62,6.5,3.83,5.92,8,1,3,3,1,0.33,0.07,6.16,106.0,6.62,6.5,3.83,5.92,7,2,3,3,1,0.33,0.07,6.16,106.0,6.62,6.5,3.83,5.92,7,2,3,3,1,0.33,0.07,6.16
Chandler Catanzaro,FA,K,0.0,13,16,1.23,20,1.54,0.8,59,30.31,0,0.0,4,0.31,9,0.69,0,0.0,3,0.23,30,2.31,35,2.69,0.86,95,7.31,1.0,84.0,6.46,6.0,3.45,5.92,7,2,1,3,0,0.3,0.0,5.88,84.0,6.46,6.0,3.45,5.92,6,1,3,2,1,0.3,0.08,5.99,84.0,6.46,6.0,3.45,5.92,7,0,3,3,0,0.3,0.0,5.88
Chris Boswell,PIT,K,1.0,15,13,0.87,20,1.33,0.65,50,27.2,0,0.0,3,0.2,4,0.27,5,0.33,1,0.07,43,2.87,48,3.2,0.9,108,7.2,1.0,93.1,6.21,6.0,2.87,5.96,7,4,2,1,1,0.15,0.07,5.81,93.1,6.21,6.0,2.87,5.96,8,4,1,2,0,0.15,0.0,5.71,93.1,6.21,6.0,2.87,5.96,8,2,3,2,0,0.15,0.0,5.71
Graham Gano,NYG,K,1.0,12,14,1.17,16,1.33,0.88,63,27.75,0,0.0,3,0.25,4,0.33,4,0.33,3,0.25,30,2.5,33,2.75,0.91,81,6.75,1.0,82.0,6.83,5.5,5.49,5.58,7,1,2,0,2,0.2,0.2,5.63,82.0,6.83,5.5,5.49,5.58,7,0,3,0,2,0.2,0.2,5.63,82.0,6.83,5.5,5.49,5.58,7,1,2,0,2,0.2,0.2,5.63
Greg Joseph,GB,K,1.0,14,17,1.21,20,1.43,0.85,51,28.57,0,0.0,4,0.29,7,0.5,5,0.36,1,0.07,25,1.79,29,2.07,0.86,89,6.36,1.0,83.0,5.93,6.0,2.3,6.01,6,4,4,0,0,0.0,0.0,5.44,83.0,5.93,6.0,2.3,6.01,9,2,2,1,0,0.08,0.0,5.55,83.0,5.93,6.0,2.3,6.01,6,5,2,1,0,0.08,0.0,5.55
Jason Sanders,MIA,K,1.0,16,18,1.12,20,1.25,0.9,50,21.31,0,0.0,7,0.44,3,0.19,7,0.44,1,0.06,35,2.19,36,2.25,0.97,96,6.0,1.0,98.0,6.12,5.0,4.35,5.3,10,2,1,0,3,0.23,0.23,5.32,98.0,6.12,5.0,4.35,5.3,10,1,2,0,3,0.23,0.23,5.32,98.0,6.12,5.0,4.35,5.3,10,1,2,0,3,0.23,0.23,5.32
Caleb Sturgis,FA,K,0.0,6,9,1.5,13,2.17,0.69,49,32.0,0,0.0,4,0.67,2,0.33,3,0.5,0,0.0,9,1.5,15,2.5,0.6,54,9.0,0.78,39.0,6.5,7.0,3.21,6.07,2,2,1,1,0,0.2,0.0,5.0,39.0,6.5,7.0,3.21,6.07,2,2,1,1,0,0.2,0.0,5.0,39.0,6.5,7.0,3.21,6.07,2,2,1,1,0,0.2,0.0,5.0
Mike Nugent,FA,K,0.0,3,6,2.0,6,2.0,1.0,52,48.67,0,0.0,3,1.0,0,0.0,2,0.67,1,0.33,4,1.33,5,1.67,0.8,23,7.67,0.56,26.0,8.67,8.0,1.15,10.44,0,0,3,0,0,0.0,0.0,4.54,26.0,8.67,8.0,1.15,10.44,0,0,2,1,0,0.5,0.0,4.87,26.0,8.67,8.0,1.15,10.44,0,2,1,0,0,0.0,0.0,4.54
Giorgio Tavecchio,FA,K,0.0,3,5,1.67,5,1.67,1.0,56,41.0,0,0.0,1,0.33,0,0.0,2,0.67,2,0.67,8,2.67,8,2.67,1.0,23,7.67,0.56,29.0,9.67,8.0,5.69,7.82,1,1,0,0,1,0.5,0.5,4.61,29.0,9.67,8.0,5.69,7.82,1,0,1,0,1,0.5,0.5,4.61,29.0,9.67,8.0,5.69,7.82,1,0,1,0,1,0.5,0.5,4.61
Matt McCrane,FA,K,0.0,5,8,1.6,12,2.4,0.67,47,31.6,0,0.0,3,0.6,2,0.4,3,0.6,0,0.0,9,1.8,9,1.8,1.0,45,9.0,0.72,36.0,7.2,4.0,4.97,6.02,3,0,0,1,1,0.67,0.25,4.3,36.0,7.2,4.0,4.97,6.02,3,0,0,1,1,0.67,0.25,4.3,36.0,7.2,4.0,4.97,6.02,3,0,0,1,1,0.67,0.25,4.3
Zane Gonzalez,FA,K,0.0,7,9,1.29,14,2.0,0.64,55,28.0,0,0.0,1,0.14,4,0.57,2,0.29,2,0.29,8,1.14,11,1.57,0.73,53,7.57,0.84,41.0,5.86,3.0,4.53,5.02,4,1,0,1,1,0.4,0.17,3.91,41.0,5.86,3.0,4.53,5.02,5,0,1,0,1,0.17,0.17,3.69,41.0,5.86,3.0,4.53,5.02,4,1,0,1,1,0.4,0.17,3.91
Phil Dawson,FA,K,0.0,10,5,0.5,8,0.8,0.62,43,15.3,0,0.0,2,0.2,2,0.2,1,0.1,0,0.0,15,1.5,15,1.5,1.0,39,3.9,0.96,31.0,3.1,4.0,1.97,3.27,10,0,0,0,0,0.0,0.0,3.18,31.0,3.1,4.0,1.97,3.27,10,0,0,0,0,0.0,0.0,3.18,31.0,3.1,4.0,1.97,3.27,10,0,0,0,0,0.0,0.0,3.18
Sam Ficken,FA,K,0.0,2,1,0.5,3,1.5,0.33,34,17.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,10,5.0,10,5.0,1.0,19,9.5,0.44,13.0,6.5,6.5,2.12,6.73,1,0,1,0,0,0.0,0.0,2.76,13.0,6.5,6.5,2.12,6.73,1,1,0,0,0,0.0,0.0,2.76,13.0,6.5,6.5,2.12,6.73,1,0,1,0,0,0.0,0.0,2.76
Kai Forbath,LAR,K,1.0,3,4,1.33,5,1.67,0.8,41,30.67,0,0.0,2,0.67,1,0.33,1,0.33,0,0.0,3,1.0,3,1.0,1.0,18,6.0,0.56,16.0,5.33,5.0,2.52,5.29,2,0,1,0,0,0.0,0.0,2.63,16.0,5.33,5.0,2.52,5.29,2,1,0,0,0,0.0,0.0,2.63,16.0,5.33,5.0,2.52,5.29,2,0,1,0,0,0.0,0.0,2.63
Michael Palardy,FA,K,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
