Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Harrison Butker,KC,K,1.0,16,25,1.56,28,1.75,0.89,56,39.81,0,0.0,3,0.19,11,0.69,4,0.25,7,0.44,47,2.94,49,3.06,0.96,133,8.31,1.0,140.0,8.75,9.0,2.79,8.45,4,3,6,1,2,0.23,0.14,8.31,140.0,8.75,9.0,2.79,8.45,4,3,6,1,2,0.23,0.14,8.31,140.0,8.75,9.0,2.79,8.45,4,3,6,1,2,0.23,0.14,8.31
Randy Bullock,FA,K,0.0,16,26,1.62,31,1.94,0.84,51,30.5,0,0.0,5,0.31,12,0.75,8,0.5,1,0.06,42,2.62,45,2.81,0.93,138,8.62,1.0,130.0,8.12,9.0,4.16,7.11,5,2,2,6,1,0.78,0.07,8.23,130.0,8.12,9.0,4.16,7.11,5,2,2,6,1,0.78,0.07,8.23,130.0,8.12,9.0,4.16,7.11,5,2,2,6,1,0.78,0.07,8.23
Tyler Bass,BUF,K,1.0,17,28,1.65,32,1.88,0.88,57,31.0,0,0.0,15,0.88,7,0.41,4,0.24,2,0.12,51,3.0,51,3.0,1.0,147,8.65,1.0,143.0,8.41,9.0,3.91,7.47,4,3,5,2,3,0.42,0.21,8.24,143.0,8.41,9.0,3.91,7.47,4,4,5,1,3,0.31,0.21,8.12,143.0,8.41,9.0,3.91,7.47,4,4,5,1,3,0.31,0.21,8.12
Joey Slye,NE,K,1.0,12,23,1.92,25,2.08,0.92,56,37.58,0,0.0,9,0.75,5,0.42,5,0.42,4,0.33,18,1.5,22,1.83,0.82,97,8.08,1.0,100.0,8.33,8.5,4.72,7.06,5,1,1,3,2,0.71,0.2,8.07,100.0,8.33,8.5,4.72,7.06,5,1,1,3,2,0.71,0.2,8.07,100.0,8.33,8.5,4.72,7.06,5,1,1,3,2,0.71,0.2,8.07
Robbie Gould,FA,K,0.0,13,20,1.54,23,1.77,0.87,52,39.08,0,0.0,6,0.46,4,0.31,7,0.54,3,0.23,39,3.0,40,3.08,0.98,109,8.38,1.0,112.0,8.62,8.0,3.23,8.03,4,3,1,3,2,0.62,0.18,8.19,112.0,8.62,8.0,3.23,8.03,4,3,2,2,2,0.44,0.18,8.02,112.0,8.62,8.0,3.23,8.03,4,3,2,2,2,0.44,0.18,8.02
Matt Prater,ARI,K,1.0,17,30,1.76,37,2.18,0.81,62,38.29,0,0.0,11,0.65,9,0.53,3,0.18,7,0.41,47,2.76,49,2.88,0.96,160,9.41,1.0,154.0,9.06,7.0,4.34,7.84,5,5,1,1,5,0.55,0.42,8.01,154.0,9.06,7.0,4.34,7.84,5,5,1,1,5,0.55,0.42,8.01,154.0,9.06,7.0,4.34,7.84,5,5,1,1,5,0.55,0.42,8.01
Ryan Succop,FA,K,0.0,17,25,1.47,30,1.76,0.83,48,26.59,0,0.0,11,0.65,7,0.41,7,0.41,0,0.0,56,3.29,59,3.47,0.95,149,8.76,1.0,138.0,8.12,8.0,4.17,7.1,6,5,2,1,3,0.31,0.21,7.58,138.0,8.12,8.0,4.17,7.1,6,4,3,1,3,0.31,0.21,7.58,138.0,8.12,8.0,4.17,7.1,6,4,3,1,3,0.31,0.21,7.58
Riley Patterson,ATL,K,1.0,7,13,1.86,14,2.0,0.93,49,29.29,0,0.0,3,0.43,6,0.86,4,0.57,0,0.0,16,2.29,16,2.29,1.0,58,8.29,0.84,59.0,8.43,10.0,5.26,6.95,3,0,0,1,3,1.33,0.75,8.07,59.0,8.43,10.0,5.26,6.95,3,0,1,1,2,0.75,0.4,7.45,59.0,8.43,10.0,5.26,6.95,3,0,0,1,3,1.33,0.75,8.07
Michael Badgley,DET,K,1.0,13,18,1.38,22,1.69,0.82,46,35.85,0,0.0,4,0.31,6,0.46,8,0.62,0,0.0,40,3.08,41,3.15,0.98,107,8.23,1.0,102.0,7.85,8.0,2.82,7.56,2,5,4,2,0,0.18,0.0,7.29,102.0,7.85,8.0,2.82,7.56,2,5,4,2,0,0.18,0.0,7.29,102.0,7.85,8.0,2.82,7.56,2,5,4,2,0,0.18,0.0,7.29
Zane Gonzalez,WAS,K,1.0,12,20,1.67,22,1.83,0.91,57,33.42,0,0.0,6,0.5,1,0.08,10,0.83,3,0.25,22,1.83,23,1.92,0.96,89,7.42,1.0,98.0,8.17,6.5,5.18,6.76,6,1,2,0,3,0.33,0.33,6.88,98.0,8.17,6.5,5.18,6.76,6,1,2,0,3,0.33,0.33,6.88,98.0,8.17,6.5,5.18,6.76,6,1,2,0,3,0.33,0.33,6.88
Mason Crosby,FA,K,0.0,17,25,1.47,34,2.0,0.74,54,32.35,0,0.0,9,0.53,9,0.53,4,0.24,3,0.18,49,2.88,51,3.0,0.96,153,9.0,1.0,134.0,7.88,6.0,4.37,6.81,9,1,3,0,4,0.31,0.31,6.8,134.0,7.88,6.0,4.37,6.81,9,1,3,0,4,0.31,0.31,6.8,134.0,7.88,6.0,4.37,6.81,9,1,3,0,4,0.31,0.31,6.8
Brandon McManus,GB,K,1.0,17,26,1.53,31,1.82,0.84,61,36.53,0,0.0,7,0.41,6,0.35,8,0.47,5,0.29,33,1.94,34,2.0,0.97,127,7.47,1.0,129.0,7.59,7.0,4.0,6.7,8,2,4,1,2,0.21,0.13,6.69,129.0,7.59,7.0,4.0,6.7,8,2,4,0,3,0.21,0.21,6.79,129.0,7.59,7.0,4.0,6.7,8,2,4,1,2,0.21,0.13,6.69
Younghoe Koo,ATL,K,2.0,17,27,1.59,29,1.71,0.93,54,34.59,0,0.0,8,0.47,9,0.53,6,0.35,4,0.24,30,1.76,30,1.76,1.0,117,6.88,1.0,125.0,7.35,7.0,3.55,6.69,8,2,2,5,0,0.42,0.0,6.67,125.0,7.35,7.0,3.55,6.69,8,2,1,6,0,0.55,0.0,6.79,125.0,7.35,7.0,3.55,6.69,8,2,2,5,0,0.42,0.0,6.67
Brett Maher,FA,K,0.0,8,16,2.0,18,2.25,0.89,42,33.12,0,0.0,4,0.5,8,1.0,4,0.5,0,0.0,10,1.25,12,1.5,0.83,66,8.25,0.88,62.0,7.75,8.0,4.98,6.48,4,0,1,2,1,0.6,0.14,6.62,62.0,7.75,8.0,4.98,6.48,4,0,1,2,1,0.6,0.14,6.62,62.0,7.75,8.0,4.98,6.48,4,0,1,2,1,0.6,0.14,6.62
Rodrigo Blankenship,FA,K,0.0,5,11,2.2,14,2.8,0.79,48,39.6,0,0.0,3,0.6,3,0.6,5,1.0,0,0.0,7,1.4,8,1.6,0.88,50,10.0,0.72,45.0,9.0,10.0,3.16,8.43,1,1,1,2,0,0.67,0.0,6.57,45.0,9.0,10.0,3.16,8.43,1,1,1,2,0,0.67,0.0,6.57,45.0,9.0,10.0,3.16,8.43,1,1,1,2,0,0.67,0.0,6.57
Cairo Santos,CHI,K,1.0,17,26,1.53,30,1.76,0.87,47,29.29,0,0.0,10,0.59,5,0.29,11,0.65,0,0.0,27,1.59,28,1.65,0.96,118,6.94,1.0,116.0,6.82,7.0,4.16,5.97,8,2,2,4,1,0.42,0.06,6.47,116.0,6.82,7.0,4.16,5.97,8,2,3,3,1,0.31,0.06,6.36,116.0,6.82,7.0,4.16,5.97,8,2,2,4,1,0.42,0.06,6.47
Graham Gano,NYG,K,1.0,17,29,1.71,33,1.94,0.88,55,34.53,0,0.0,5,0.29,12,0.71,5,0.29,7,0.41,17,1.0,17,1.0,1.0,116,6.82,1.0,123.0,7.24,6.0,5.6,5.88,9,3,0,3,2,0.42,0.13,6.12,123.0,7.24,6.0,5.6,5.88,9,3,0,3,2,0.42,0.13,6.12,123.0,7.24,6.0,5.6,5.88,9,3,0,3,2,0.42,0.13,6.12
Jason Sanders,MIA,K,1.0,17,23,1.35,31,1.82,0.74,51,34.94,0,0.0,6,0.35,7,0.41,8,0.47,2,0.12,34,2.0,35,2.06,0.97,128,7.53,1.0,115.0,6.76,6.0,3.01,6.41,9,2,4,2,0,0.13,0.0,5.9,115.0,6.76,6.0,3.01,6.41,9,2,4,2,0,0.13,0.0,5.9,115.0,6.76,6.0,3.01,6.41,9,2,3,3,0,0.21,0.0,6.0
Jason Myers,SEA,K,1.0,17,17,1.0,23,1.35,0.74,53,27.59,0,0.0,2,0.12,9,0.53,3,0.18,3,0.18,44,2.59,47,2.76,0.94,116,6.82,1.0,104.0,6.12,6.0,3.92,5.43,10,4,2,0,1,0.06,0.06,5.43,104.0,6.12,6.0,3.92,5.43,10,5,1,0,1,0.06,0.06,5.43,104.0,6.12,6.0,3.92,5.43,10,5,0,1,1,0.13,0.06,5.52
Eddy Pineiro,CAR,K,1.0,5,8,1.6,8,1.6,1.0,51,43.0,0,0.0,2,0.4,2,0.4,3,0.6,1,0.2,9,1.8,10,2.0,0.9,34,6.8,0.72,38.0,7.6,8.0,2.07,7.91,2,1,2,0,0,0.0,0.0,5.08,38.0,7.6,8.0,2.07,7.91,2,1,1,1,0,0.25,0.0,5.31,38.0,7.6,8.0,2.07,7.91,2,1,2,0,0,0.0,0.0,5.08
Matthew Wright,TEN,K,2.0,14,21,1.5,24,1.71,0.88,56,27.14,0,0.0,7,0.5,7,0.5,3,0.21,4,0.29,13,0.93,15,1.07,0.87,87,6.21,1.0,87.0,6.21,4.5,5.25,5.13,9,0,1,2,2,0.4,0.17,5.18,87.0,6.21,4.5,5.25,5.13,9,0,1,2,2,0.4,0.17,5.18,87.0,6.21,4.5,5.25,5.13,9,0,1,2,2,0.4,0.17,5.18
Matt Ammendola,FA,K,0.0,11,13,1.18,19,1.73,0.68,49,26.18,0,0.0,5,0.45,6,0.55,2,0.18,0,0.0,14,1.27,15,1.36,0.93,72,6.55,1.0,55.0,5.0,6.0,3.19,4.67,7,3,1,0,0,0.0,0.0,4.92,55.0,5.0,6.0,3.19,4.67,7,3,1,0,0,0.0,0.0,4.92,55.0,5.0,6.0,3.19,4.67,7,3,1,0,0,0.0,0.0,4.92
Austin Seibert,WAS,K,2.0,6,10,1.67,12,2.0,0.83,52,37.67,0,0.0,0,0.0,4,0.67,5,0.83,1,0.17,5,0.83,5,0.83,1.0,41,6.83,0.78,42.0,7.0,6.0,5.59,5.69,4,0,0,1,1,0.5,0.2,4.86,42.0,7.0,6.0,5.59,5.69,4,0,0,1,1,0.5,0.2,4.86,42.0,7.0,6.0,5.59,5.69,4,0,0,1,1,0.5,0.2,4.86
Chase McLaughlin,TB,K,1.0,16,15,0.94,21,1.31,0.71,57,23.38,0,0.0,3,0.19,4,0.25,4,0.25,4,0.25,36,2.25,37,2.31,0.97,100,6.25,1.0,93.0,5.81,4.5,4.78,4.91,9,3,2,1,1,0.14,0.07,4.67,93.0,5.81,4.5,4.78,4.91,9,3,2,1,1,0.14,0.07,4.67,93.0,5.81,4.5,4.78,4.91,9,3,2,1,1,0.14,0.07,4.67
Ka'imi Fairbairn,HOU,K,1.0,13,15,1.15,19,1.46,0.79,61,26.46,0,0.0,4,0.31,5,0.38,2,0.15,4,0.31,13,1.0,16,1.23,0.81,73,5.62,1.0,68.0,5.23,4.0,4.88,4.39,9,0,2,1,1,0.18,0.08,4.28,68.0,5.23,4.0,4.88,4.39,9,0,2,1,1,0.18,0.08,4.28,68.0,5.23,4.0,4.88,4.39,9,0,2,1,1,0.18,0.08,4.28
Brian Johnson,FA,K,0.0,8,10,1.25,10,1.25,1.0,52,26.25,0,0.0,5,0.62,3,0.38,1,0.12,1,0.12,9,1.12,13,1.62,0.69,43,5.38,0.88,42.0,5.25,5.5,4.2,4.58,5,1,1,1,0,0.14,0.0,4.21,42.0,5.25,5.5,4.2,4.58,5,1,1,1,0,0.14,0.0,4.21,42.0,5.25,5.5,4.2,4.58,5,1,1,1,0,0.14,0.0,4.21
Lirim Hajrullahu,FA,K,0.0,4,4,1.0,5,1.25,0.8,35,24.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,8,2.0,8,2.0,1.0,23,5.75,0.65,20.0,5.0,5.0,0.82,6.57,4,0,0,0,0,0.0,0.0,3.37,20.0,5.0,5.0,0.82,6.57,4,0,0,0,0,0.0,0.0,3.37,20.0,5.0,5.0,0.82,6.57,4,0,0,0,0,0.0,0.0,3.37
Tristan Vizcaino,FA,K,0.0,6,6,1.0,7,1.17,0.86,46,17.17,0,0.0,3,0.5,2,0.33,1,0.17,0,0.0,10,1.67,15,2.5,0.67,36,6.0,0.78,29.0,4.83,4.0,3.6,4.38,4,0,2,0,0,0.0,0.0,3.1,29.0,4.83,4.0,3.6,4.38,4,1,0,1,0,0.2,0.0,3.3,29.0,4.83,4.0,3.6,4.38,4,1,1,0,0,0.0,0.0,3.1
Elliott Fry,FA,K,0.0,3,4,1.33,5,1.67,0.8,44,26.67,0,0.0,0,0.0,3,1.0,1,0.33,0,0.0,4,1.33,5,1.67,0.8,20,6.67,0.56,17.0,5.67,4.0,6.66,4.41,2,0,0,0,1,0.5,0.5,2.9,17.0,5.67,4.0,6.66,4.41,2,0,0,0,1,0.5,0.5,2.9,17.0,5.67,4.0,6.66,4.41,2,0,0,0,1,0.5,0.5,2.9
Aldrick Rosas,FA,K,0.0,5,2,0.4,5,1.0,0.4,44,17.4,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,14,2.8,14,2.8,1.0,29,5.8,0.72,22.0,4.4,4.0,2.97,4.19,4,0,1,0,0,0.0,0.0,2.78,22.0,4.4,4.0,2.97,4.19,4,0,1,0,0,0.0,0.0,2.78,22.0,4.4,4.0,2.97,4.19,4,0,1,0,0,0.0,0.0,2.78
Ryan Santoso,FA,K,0.0,4,4,1.0,5,1.25,0.8,35,21.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,6,1.5,8,2.0,0.75,23,5.75,0.65,18.0,4.5,4.5,2.08,4.68,3,1,0,0,0,0.0,0.0,2.75,18.0,4.5,4.5,2.08,4.68,3,1,0,0,0,0.0,0.0,2.75,18.0,4.5,4.5,2.08,4.68,3,1,0,0,0,0.0,0.0,2.75
Chris Blewitt,FA,K,0.0,2,2,1.0,5,2.5,0.4,52,48.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,2,1.0,2,1.0,1.0,17,8.5,0.44,11.0,5.5,5.5,0.71,7.49,2,0,0,0,0,0.0,0.0,2.67,11.0,5.5,5.5,0.71,7.49,2,0,0,0,0,0.0,0.0,2.67,11.0,5.5,5.5,0.71,7.49,2,0,0,0,0,0.0,0.0,2.67
Josh Lambo,FA,K,0.0,3,0,0.0,3,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.67,7,2.33,0.71,16,5.33,0.56,5.0,1.67,1.0,1.15,2.01,3,0,0,0,0,0.0,0.0,0.97,5.0,1.67,1.0,1.15,2.01,3,0,0,0,0,0.0,0.0,0.97,5.0,1.67,1.0,1.15,2.01,3,0,0,0,0,0.0,0.0,0.97
Cody Parkey,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,5,5.0,0.6,5,5.0,0.28,3.0,3.0,3.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Chris Naggar,FA,K,0.0,1,1,1.0,1,1.0,1.0,37,37.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,2,2.0,0.5,5,5.0,0.28,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Dominik Eberle,FA,K,0.0,1,2,2.0,3,3.0,0.67,51,51.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,5,5.0,5,5.0,1.0,14,14.0,0.28,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0
Cameron Nizialek,FA,K,0.0,4,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0
Alex Kessman,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,0.0,2,2.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
JJ Molson,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Michael Palardy,ARI,K,2.0,17,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,0,0.0,0.0,0.0
Ty Long,FA,K,0.0,15,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0.0,0.0,0.0
