Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Leonard Fournette,FA,RB,0.0,12.71,227.71,17.79,932.29,70.99,3.98,44.57,3.43,66.29,23.55,4.86,0.36,4.43,0.39,54.86,4.08,71.43,5.27,394.29,29.81,7.53,18.14,1.4,0.43,0.05,282.57,21.87,299.14,23.06,62.71,4.82,0.57,0.04,0.0,0.97,160.66,12.64,10.03,7.29,12.45,0.86,3.43,2.29,2.86,3.29,1.45,0.4,12.46,188.09,14.67,12.4,7.46,14.59,0.86,1.14,2.86,4.57,3.29,1.93,0.4,16.97,215.51,16.71,14.76,7.74,16.95,0.86,1.14,2.86,4.0,3.86,1.93,0.47,16.48,3,13.2,224.41,12.0
Chris Carson,FA,RB,0.0,13.14,236.43,17.38,1061.43,77.77,4.46,61.86,4.5,55.43,19.28,6.86,0.47,6.57,0.45,27.86,2.07,34.86,2.56,207.0,15.56,7.64,8.14,0.63,1.29,0.11,264.29,19.45,271.29,19.95,70.0,5.13,2.86,0.19,0.01,0.95,168.27,12.32,13.04,6.1,12.66,1.29,3.0,1.0,3.0,4.86,1.42,0.54,13.66,182.2,13.35,13.69,6.24,13.85,1.57,2.14,1.86,2.71,4.86,1.28,0.54,16.83,196.13,14.39,14.06,6.47,15.23,2.14,1.57,2.71,2.43,4.29,0.98,0.45,14.64,3,13.1,222.77,13.0
Derrick Henry,BAL,RB,1.0,15.43,259.71,16.95,1286.86,84.1,4.9,61.86,4.04,81.29,24.62,6.71,0.44,13.29,0.87,16.14,1.05,21.29,1.39,165.43,10.83,10.19,4.0,0.26,1.29,0.08,275.86,18.01,281.0,18.34,65.86,4.3,2.0,0.13,0.01,1.0,228.8,14.96,12.59,10.09,13.55,3.0,1.71,3.0,1.71,6.0,1.32,0.76,14.18,236.87,15.48,13.05,10.1,14.21,4.0,1.43,2.29,2.14,5.57,1.32,0.72,16.73,244.94,16.01,13.51,10.13,15.11,4.71,0.71,2.29,2.86,4.86,1.32,0.56,15.0,3,16.43,279.39,9.0
Joe Mixon,HOU,RB,1.0,15.14,252.0,16.58,1072.86,70.83,4.25,54.14,3.58,41.57,18.4,6.86,0.46,5.71,0.38,36.57,2.43,46.29,3.08,289.57,19.22,8.02,13.29,0.88,2.0,0.13,288.57,19.01,298.29,19.66,67.43,4.46,0.29,0.02,0.0,1.0,181.96,12.02,11.52,7.02,11.93,2.86,2.14,2.29,4.0,3.86,1.16,0.36,12.86,200.24,13.24,12.88,7.13,13.25,2.43,3.29,2.29,4.14,3.0,0.98,0.31,15.96,218.53,14.46,14.24,7.3,14.8,2.43,3.29,2.14,4.29,3.0,0.99,0.31,14.91,3,10.19,173.16,22.0
Josh Jacobs,GB,RB,1.0,13.0,242.0,18.62,1150.0,88.46,4.75,53.0,4.08,51.0,23.0,8.0,0.62,7.0,0.54,20.0,1.54,27.0,2.08,166.0,12.77,8.3,8.0,0.62,0.0,0.0,262.0,20.15,269.0,20.69,61.0,4.69,1.0,0.08,0.0,1.0,171.6,13.2,10.8,7.26,12.99,2.0,0.0,5.0,2.0,4.0,0.86,0.44,13.01,181.6,13.97,11.9,7.4,13.86,2.0,0.0,6.0,1.0,4.0,0.62,0.44,15.95,191.6,14.74,12.9,7.6,14.96,2.0,2.0,4.0,1.0,4.0,0.62,0.44,14.44,1,13.6,231.18,10.0
Mark Ingram II,FA,RB,0.0,14.29,187.71,13.04,926.57,64.18,4.91,47.14,3.27,51.43,20.35,5.0,0.34,9.14,0.63,29.14,2.01,34.43,2.38,249.14,17.17,8.77,13.29,0.9,3.14,0.21,216.86,15.04,222.14,15.42,60.43,4.17,1.86,0.12,0.01,1.0,189.86,13.1,10.96,7.87,12.62,1.29,2.71,2.86,2.86,4.57,1.14,0.47,12.59,204.43,14.11,12.19,7.95,13.74,1.86,2.71,3.14,2.0,4.57,0.89,0.47,15.44,219.0,15.12,13.24,8.06,15.09,1.86,3.14,2.57,2.14,4.57,0.93,0.47,14.34,3,12.33,209.55,15.0
Nick Chubb,CLE,RB,1.0,16.0,262.67,16.41,1328.0,83.0,5.07,57.0,3.57,89.33,27.4,11.0,0.69,8.0,0.5,30.67,1.92,42.33,2.64,235.0,14.69,7.63,10.33,0.64,0.67,0.04,293.33,18.34,305.0,19.06,67.33,4.21,2.0,0.13,0.01,1.0,204.3,12.77,10.78,8.83,12.0,3.33,0.33,4.33,3.67,4.33,1.0,0.38,12.48,219.63,13.72,11.52,9.26,12.91,3.33,1.0,3.67,3.67,4.33,1.0,0.38,15.24,234.97,14.69,12.52,9.75,14.03,3.33,2.0,4.0,2.33,4.33,0.72,0.38,13.76,2,16.86,286.6,6.0
James Conner,ARI,RB,1.0,11.43,132.29,11.68,562.86,49.3,4.22,31.43,2.76,26.14,14.34,3.86,0.32,5.71,0.49,35.14,3.15,42.14,3.74,285.43,25.27,6.8,13.71,1.24,2.0,0.19,167.43,14.83,174.43,15.42,45.14,4.0,1.14,0.1,0.01,0.98,129.97,11.46,10.48,7.37,10.92,4.0,1.14,1.14,1.71,3.43,1.03,0.49,11.38,147.54,13.03,11.74,7.93,12.36,3.71,1.14,1.43,1.71,3.43,1.03,0.49,14.44,165.11,14.61,12.88,8.57,14.0,3.14,0.86,2.0,2.0,3.43,1.21,0.49,13.63,3,10.9,185.28,20.0
Marlon Mack,FA,RB,0.0,13.43,210.14,15.67,934.0,69.8,4.41,55.57,4.14,55.0,19.56,7.86,0.58,7.57,0.57,15.86,1.19,21.86,1.65,108.43,8.1,6.61,3.43,0.25,0.43,0.03,226.0,16.86,232.0,17.33,59.0,4.4,0.57,0.05,0.0,1.0,153.39,11.5,10.5,7.04,11.37,2.71,1.86,3.0,2.57,3.29,0.81,0.33,11.74,161.31,12.1,11.02,7.09,12.1,2.86,2.14,2.71,3.71,2.0,0.8,0.19,14.25,169.24,12.69,11.49,7.2,13.03,3.0,3.71,1.29,3.43,2.0,0.74,0.19,12.56,3,7.8,132.6,36.0
Austin Ekeler,WAS,RB,1.0,15.43,112.43,7.3,513.71,33.52,4.7,27.14,1.76,36.71,13.23,3.57,0.23,2.86,0.19,67.57,4.32,81.86,5.25,722.71,46.2,10.6,30.86,1.97,5.86,0.37,180.0,11.62,194.29,12.55,58.0,3.73,1.71,0.11,0.01,1.0,172.5,11.11,8.48,7.19,10.91,3.29,2.14,3.29,3.43,3.29,0.82,0.29,10.21,206.29,13.27,11.48,7.51,13.05,3.0,1.0,4.57,3.29,3.57,0.9,0.32,14.2,240.07,15.43,13.88,8.05,15.35,3.0,1.43,3.86,2.43,4.71,1.08,0.5,14.46,3,12.54,213.16,14.0
Devin Singletary,NYG,RB,1.0,12.0,151.0,12.58,775.0,64.58,5.13,37.0,3.08,38.0,18.25,7.0,0.58,2.0,0.17,29.0,2.42,41.0,3.42,194.0,16.17,6.69,5.0,0.42,2.0,0.17,180.0,15.0,192.0,16.0,42.0,3.5,1.0,0.08,0.01,1.0,118.9,9.91,10.35,4.93,10.74,3.0,1.0,2.0,4.0,2.0,1.0,0.2,11.3,133.4,11.12,11.8,5.35,11.97,2.0,3.0,2.0,3.0,2.0,0.71,0.2,13.9,147.9,12.32,12.05,5.9,13.33,2.0,3.0,2.0,3.0,2.0,0.71,0.2,12.79,1,7.98,135.59,34.0
Phillip Lindsay,FA,RB,0.0,15.67,213.33,13.6,1019.67,65.17,4.81,41.67,2.68,48.33,19.46,7.33,0.47,7.67,0.49,35.0,2.24,47.67,3.04,211.0,13.52,6.03,10.0,0.64,0.33,0.02,248.33,15.84,261.0,16.64,51.67,3.32,0.0,0.0,0.0,1.0,171.07,10.95,8.47,6.69,10.99,2.0,4.67,2.33,3.33,3.33,0.78,0.27,10.61,188.57,12.07,10.1,6.87,12.2,2.33,4.67,2.0,3.67,3.0,0.78,0.24,13.37,206.07,13.19,12.1,7.14,13.6,3.0,3.0,3.0,3.67,3.0,0.78,0.24,13.07,2,10.82,183.94,21.0
Aaron Jones,MIN,RB,2.0,12.0,115.67,9.64,634.67,52.89,5.49,34.33,2.86,60.0,18.44,4.33,0.36,6.67,0.56,20.33,1.7,29.33,2.45,144.67,12.06,6.09,8.67,0.72,0.67,0.05,136.0,11.33,145.0,12.08,43.0,3.59,0.67,0.05,0.01,1.0,120.6,10.05,9.38,7.94,9.63,4.33,1.67,0.33,3.67,2.0,1.04,0.2,10.06,130.77,10.9,10.43,8.39,10.43,4.67,1.67,0.33,3.33,2.0,1.0,0.2,12.54,140.93,11.74,11.52,8.88,11.4,4.67,1.67,0.33,3.33,2.0,1.0,0.2,11.57,3,8.37,142.26,31.0
Kerryon Johnson,FA,RB,0.0,8.67,114.67,13.35,482.33,54.95,4.19,25.33,2.9,37.0,14.38,2.67,0.28,3.0,0.35,17.33,1.9,23.0,2.55,155.67,17.69,10.69,8.33,0.95,1.0,0.11,132.0,15.25,137.67,15.9,33.67,3.85,1.0,0.11,0.01,0.91,85.8,9.83,10.55,4.83,10.71,2.0,1.0,1.67,3.33,0.67,0.89,0.08,10.13,94.47,10.78,11.38,5.01,11.78,2.0,1.0,2.67,2.33,0.67,0.54,0.08,12.51,103.13,11.73,11.8,5.27,13.03,1.67,1.33,2.33,2.67,0.67,0.62,0.08,11.27,2,6.57,111.68,48.0
James White,FA,RB,0.0,15.14,71.29,4.67,296.14,19.35,4.11,15.71,1.03,27.43,8.89,2.0,0.13,2.0,0.13,74.0,4.87,99.71,6.55,644.43,42.36,8.68,32.14,2.12,5.29,0.34,145.29,9.54,171.0,11.22,47.86,3.14,0.57,0.04,0.01,1.0,138.57,9.07,8.33,6.17,9.28,3.43,2.86,4.14,3.29,1.43,0.63,0.11,8.91,175.57,11.5,10.61,6.75,11.65,2.57,1.29,6.71,2.57,2.0,0.54,0.17,12.37,212.57,13.94,13.22,7.5,14.15,2.0,1.86,5.14,4.14,2.0,0.73,0.17,13.05,3,8.86,150.56,27.0
Miles Sanders,CAR,RB,1.0,16.0,179.0,11.19,818.0,51.12,4.57,30.0,1.88,65.0,20.06,5.0,0.31,3.0,0.19,50.0,3.12,63.0,3.94,509.0,31.81,10.18,19.0,1.19,3.0,0.19,229.0,14.31,242.0,15.12,49.0,3.06,1.0,0.06,0.0,1.0,168.7,10.54,7.25,7.73,10.21,5.0,4.0,2.0,1.0,4.0,0.45,0.33,9.45,193.7,12.11,8.85,8.24,11.7,4.0,4.0,3.0,1.0,4.0,0.45,0.33,12.22,218.7,13.67,10.65,8.78,13.38,5.0,1.0,5.0,1.0,4.0,0.45,0.33,12.08,1,13.39,227.7,11.0
Jordan Howard,FA,RB,0.0,12.57,178.86,13.73,727.43,56.71,4.17,39.86,3.09,31.0,14.84,2.29,0.16,7.29,0.58,14.71,1.13,20.29,1.57,98.71,7.65,6.79,4.29,0.33,0.57,0.06,193.57,14.86,199.14,15.3,44.14,3.42,0.43,0.03,0.0,0.98,128.9,10.23,8.78,7.82,9.92,3.43,2.14,1.86,3.0,2.14,0.7,0.23,9.87,136.26,10.79,9.36,8.03,10.55,3.57,2.43,1.14,3.29,2.14,0.75,0.23,12.1,143.61,11.36,10.0,8.3,11.34,3.71,2.71,1.57,3.14,1.43,0.56,0.13,10.67,3,7.62,129.54,38.0
Kenyan Drake,FA,RB,0.0,14.86,150.43,10.27,711.71,48.65,4.71,37.43,2.59,70.57,17.54,3.57,0.25,6.14,0.42,48.29,3.27,66.57,4.51,367.57,24.73,7.58,16.14,1.09,1.57,0.1,198.71,13.54,217.0,14.78,53.57,3.67,1.14,0.07,0.0,1.0,153.36,10.42,6.78,9.4,9.62,4.86,3.86,1.57,1.43,3.14,0.45,0.27,8.91,177.5,12.06,8.21,9.47,11.26,3.86,4.29,2.0,1.57,3.14,0.46,0.27,11.99,201.64,13.7,9.63,9.58,13.12,3.57,4.0,1.71,2.57,3.0,0.61,0.25,11.58,3,12.3,209.13,16.0
David Montgomery,DET,RB,1.0,16.0,242.0,15.12,889.0,55.56,3.67,50.0,3.12,55.0,14.44,3.0,0.19,6.0,0.38,25.0,1.56,35.0,2.19,185.0,11.56,7.4,7.0,0.44,1.0,0.06,267.0,16.69,277.0,17.31,57.0,3.56,2.0,0.12,0.01,1.0,145.4,9.09,6.65,6.15,9.32,5.0,4.0,2.0,2.0,3.0,0.45,0.23,8.96,157.9,9.87,7.4,6.37,10.17,6.0,3.0,2.0,2.0,3.0,0.45,0.23,11.38,170.4,10.65,8.3,6.64,11.18,8.0,1.0,2.0,3.0,2.0,0.45,0.14,10.26,1,8.26,140.41,33.0
Sony Michel,FA,RB,0.0,15.0,234.33,15.65,918.33,61.87,3.94,54.67,3.68,28.67,14.81,3.33,0.23,6.67,0.45,10.33,0.68,17.0,1.12,79.33,5.2,7.6,5.67,0.37,0.0,0.0,244.67,16.33,251.33,16.77,60.33,4.05,1.0,0.07,0.0,1.0,137.77,9.25,7.27,6.32,9.42,5.0,3.0,2.0,2.0,3.0,0.51,0.3,9.31,142.93,9.58,7.27,6.45,9.85,6.33,2.33,1.33,3.0,2.0,0.51,0.15,11.35,148.1,9.93,7.27,6.6,10.43,7.0,1.67,3.33,1.0,2.0,0.3,0.15,9.33,2,7.51,127.67,42.0
David Johnson,FA,RB,0.0,12.14,129.0,10.31,469.0,35.24,3.44,26.29,2.08,26.29,10.16,0.57,0.03,3.14,0.21,35.71,3.33,49.86,4.71,348.43,33.8,10.02,16.43,1.57,3.14,0.23,164.71,13.64,178.86,15.02,42.71,3.65,1.29,0.22,0.02,0.9,117.46,9.15,8.51,6.47,8.01,3.71,1.57,1.14,4.0,1.71,0.78,0.14,8.42,135.31,10.81,9.54,7.26,9.11,3.71,1.43,1.29,3.43,2.29,0.78,0.21,10.99,153.17,12.48,10.67,8.11,10.35,3.71,1.43,2.14,2.57,2.29,0.58,0.21,9.79,3,7.72,131.31,37.0
Carlos Hyde,FA,RB,0.0,15.43,223.43,14.4,908.57,58.25,4.0,45.43,2.91,48.14,16.8,5.43,0.34,6.0,0.39,17.0,1.08,26.29,1.68,83.43,5.3,4.19,4.43,0.28,0.0,0.0,240.43,15.49,249.71,16.09,49.86,3.19,1.57,0.1,0.01,1.0,132.06,8.48,7.34,5.32,9.09,4.71,1.71,4.29,2.86,1.86,0.45,0.14,8.89,140.56,9.02,7.87,5.35,9.79,4.57,3.43,2.57,3.43,1.43,0.48,0.11,10.96,149.06,9.56,8.67,5.46,10.62,5.14,3.43,3.14,2.86,0.86,0.42,0.07,9.86,3,6.35,107.92,50.0
Devonta Freeman,FA,RB,0.0,10.57,137.14,11.51,517.86,45.32,4.06,25.29,2.05,28.0,15.38,2.71,0.44,2.14,0.15,40.29,3.49,48.71,4.34,286.14,23.26,6.54,12.57,1.02,2.43,0.18,177.43,15.0,185.86,15.85,37.86,3.07,1.29,0.09,0.01,0.84,105.26,8.63,7.08,5.31,9.59,2.57,2.57,2.29,1.29,1.86,0.34,0.18,7.88,125.4,10.38,8.73,5.85,11.26,2.29,2.86,1.14,2.0,2.29,0.54,0.21,10.82,145.54,12.12,10.26,6.48,13.12,1.86,2.71,1.71,2.0,2.29,0.54,0.21,10.46,3,7.84,133.2,35.0
Adrian Peterson,FA,RB,0.0,15.14,214.57,14.25,886.43,58.23,4.1,39.71,2.59,47.86,16.79,5.14,0.33,5.14,0.33,17.0,1.12,23.29,1.56,150.57,9.79,8.65,7.0,0.45,0.29,0.02,231.57,15.37,237.86,15.8,46.71,3.04,2.0,0.13,0.01,0.99,132.27,8.63,7.27,6.4,8.79,6.14,1.71,1.86,3.43,2.0,0.55,0.17,8.82,140.77,9.19,7.84,6.48,9.45,7.0,0.86,1.71,4.57,1.0,0.58,0.08,10.75,149.27,9.75,8.49,6.6,10.27,7.0,1.14,1.71,4.29,1.0,0.53,0.08,9.77,3,8.82,149.91,28.0
Kareem Hunt,KC,RB,1.0,9.0,43.0,4.78,179.0,19.89,4.16,8.0,0.89,16.0,7.22,0.0,0.0,2.0,0.22,37.0,4.11,44.0,4.89,285.0,31.67,7.7,17.0,1.89,1.0,0.11,80.0,8.89,87.0,9.67,25.0,2.78,0.0,0.0,0.0,0.93,64.4,7.16,7.4,4.29,8.03,3.0,1.0,3.0,2.0,0.0,0.29,0.0,6.95,82.9,9.21,10.9,4.75,10.21,3.0,0.0,4.0,2.0,0.0,0.29,0.0,10.45,101.4,11.27,12.6,5.49,12.4,2.0,1.0,2.0,4.0,0.0,0.8,0.0,10.95,1,8.56,145.45,29.0
Matt Breida,SF,RB,2.0,14.67,137.0,9.47,697.67,48.45,5.02,31.33,2.17,55.0,16.14,6.67,0.47,2.67,0.18,25.0,1.72,32.67,2.22,234.0,16.18,9.3,11.0,0.76,1.67,0.11,162.0,11.2,169.67,11.7,42.33,2.93,0.67,0.05,0.01,1.0,117.83,8.17,6.65,6.28,8.27,7.0,1.67,0.67,4.0,1.33,0.61,0.11,7.96,130.33,9.03,8.35,6.63,9.15,7.0,1.67,1.67,3.0,1.33,0.45,0.11,10.31,142.83,9.9,9.13,7.03,10.17,7.0,1.33,2.33,2.67,1.33,0.42,0.11,9.53,3,8.45,143.66,30.0
Tevin Coleman,FA,RB,0.0,14.71,148.29,10.06,629.14,42.47,4.21,29.0,1.96,53.43,16.16,5.14,0.35,5.29,0.36,25.0,1.69,35.29,2.38,224.43,15.12,8.94,11.29,0.76,2.43,0.16,173.29,11.75,183.57,12.44,40.29,2.72,0.0,0.0,0.0,1.0,131.64,8.89,7.37,7.8,8.69,5.14,3.0,2.0,2.57,2.0,0.45,0.16,8.41,144.14,9.74,8.34,7.97,9.59,5.0,2.57,3.57,2.29,1.29,0.32,0.1,10.3,156.64,10.58,9.37,8.18,10.64,5.0,2.43,3.86,2.14,1.29,0.3,0.1,9.77,3,7.42,126.2,44.0
Tarik Cohen,FA,RB,0.0,16.0,77.29,4.83,301.43,18.84,3.79,16.71,1.05,26.57,9.97,2.29,0.14,1.14,0.07,73.0,4.56,95.57,5.97,518.14,32.38,7.17,19.86,1.24,3.29,0.21,150.29,9.39,172.86,10.81,36.57,2.28,1.14,0.07,0.01,1.0,108.07,6.76,6.07,4.49,7.45,8.43,1.86,3.14,1.57,1.0,0.23,0.08,6.86,144.57,9.04,8.65,5.19,9.83,6.29,2.71,4.0,1.71,1.29,0.3,0.1,10.08,181.07,11.32,11.03,6.13,12.19,4.43,3.43,3.14,3.71,1.29,0.51,0.1,11.06,3,6.74,114.63,46.0
LeSean McCoy,FA,RB,0.0,13.71,144.71,10.29,575.14,41.09,4.11,28.0,2.01,37.14,14.65,4.29,0.31,4.0,0.29,34.14,2.45,43.57,3.12,235.43,16.81,6.78,9.0,0.63,0.86,0.06,178.86,12.74,188.29,13.41,37.0,2.63,1.29,0.09,0.01,1.0,107.63,7.71,5.69,6.25,7.84,6.14,1.14,3.29,1.29,1.86,0.34,0.18,7.36,124.7,8.94,7.36,6.44,9.14,6.29,1.43,2.71,1.43,1.86,0.38,0.18,9.89,141.77,10.16,9.27,6.71,10.6,5.71,1.57,2.71,1.86,1.86,0.46,0.18,9.98,3,7.4,125.76,45.0
