Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Todd Gurley II,FA,RB,0.0,15.0,261.67,17.46,958.67,65.23,3.73,47.0,3.15,39.67,18.41,2.67,0.18,7.33,0.51,35.67,2.33,47.33,3.08,280.67,18.45,8.05,12.67,0.83,0.0,0.0,297.33,19.78,309.0,20.54,59.67,3.99,1.0,0.07,0.0,1.0,165.93,11.27,10.7,5.79,11.73,3.0,2.0,3.33,3.67,3.0,1.41,0.44,12.52,183.77,12.43,12.5,5.96,13.07,3.0,1.33,3.67,4.67,2.33,1.15,0.25,15.59,201.6,13.6,14.03,6.24,14.58,3.0,1.33,3.0,5.67,2.0,1.27,0.19,14.85,2,8.06,137.05,35.0
Lamar Miller,FA,RB,0.0,14.86,239.43,16.33,1019.29,69.18,4.3,49.29,3.34,63.86,18.52,5.14,0.35,6.29,0.42,36.57,2.44,46.0,3.08,260.14,17.22,6.91,10.57,0.71,1.29,0.08,276.0,18.78,285.43,19.41,59.86,4.06,1.29,0.08,0.0,1.0,170.8,11.5,10.24,7.66,11.2,2.43,2.43,2.43,4.0,3.57,1.12,0.32,11.97,189.09,12.71,11.61,7.86,12.47,2.14,3.57,1.29,4.29,3.57,1.17,0.32,15.1,207.37,13.93,12.97,8.13,13.96,2.29,2.86,1.71,5.57,2.43,1.22,0.21,14.11,3,11.99,203.76,11.0
Frank Gore,FA,RB,0.0,16.0,261.0,16.31,1020.0,63.75,3.91,48.71,3.04,30.57,14.47,2.29,0.14,4.57,0.29,33.0,2.06,46.14,2.88,250.43,15.65,7.85,11.14,0.7,2.71,0.17,294.0,18.37,307.14,19.2,59.86,3.74,1.71,0.11,0.0,1.0,167.33,10.46,10.01,5.02,11.42,2.14,2.14,3.71,5.71,2.29,1.17,0.19,11.78,183.83,11.49,11.48,5.23,12.55,2.14,3.29,3.29,4.71,2.57,0.93,0.19,14.57,200.33,12.52,12.85,5.53,13.85,3.14,2.71,2.86,4.43,2.86,0.93,0.22,13.79,3,8.07,137.12,34.0
Jonathan Stewart,FA,RB,0.0,13.0,218.71,16.83,869.0,66.84,3.99,44.86,3.45,49.29,19.87,3.14,0.24,7.29,0.56,12.71,0.98,22.43,1.73,88.43,6.81,7.09,3.0,0.23,0.43,0.03,231.43,17.8,241.14,18.55,47.86,3.68,1.86,0.14,0.01,1.0,138.31,10.64,10.16,6.45,10.83,3.14,2.43,1.29,3.0,3.14,0.91,0.32,11.58,144.67,11.13,10.64,6.4,11.51,3.86,1.71,1.29,3.29,2.86,0.91,0.28,13.84,151.03,11.62,11.07,6.39,12.37,4.71,0.86,2.14,2.43,2.86,0.69,0.28,12.35,3,7.92,134.62,36.0
LeGarrette Blount,FA,RB,0.0,14.86,235.86,15.72,942.43,63.08,4.06,53.14,3.54,43.14,18.51,3.14,0.21,12.71,0.83,7.14,0.48,8.29,0.56,41.71,2.87,5.92,2.0,0.14,0.29,0.02,243.0,16.2,244.14,16.28,55.14,3.68,0.71,0.04,0.0,1.0,174.99,11.63,9.71,6.82,11.73,2.14,2.71,2.29,3.71,4.0,1.42,0.37,11.81,178.56,11.87,10.15,6.82,12.15,2.86,2.29,3.14,3.14,3.43,0.9,0.3,13.65,182.13,12.12,10.49,6.86,12.75,3.86,1.86,3.14,3.29,2.71,0.73,0.24,12.0,3,8.27,140.53,32.0
Latavius Murray,FA,RB,0.0,14.71,199.14,13.49,815.43,55.24,4.19,46.29,3.17,52.29,16.5,3.86,0.26,8.86,0.62,33.0,2.24,43.0,2.92,237.57,16.28,7.39,9.29,0.64,0.0,0.0,232.14,15.73,242.14,16.41,55.57,3.81,0.86,0.06,0.0,1.0,156.73,10.73,9.04,6.95,10.67,2.71,2.71,3.29,2.14,3.86,0.76,0.4,10.79,173.23,11.85,10.2,7.05,11.92,3.29,2.14,3.14,2.86,3.29,0.78,0.3,13.58,189.73,12.97,11.6,7.25,13.33,3.29,2.71,2.0,3.43,3.29,0.97,0.3,12.93,3,9.25,157.2,23.0
Carlos Hyde,FA,RB,0.0,11.43,168.71,15.08,746.43,66.01,4.34,36.86,3.29,37.14,16.38,2.14,0.18,4.86,0.43,20.29,1.76,25.43,2.23,118.0,10.02,5.64,5.57,0.5,1.71,0.13,189.0,16.84,194.14,17.3,42.43,3.79,1.86,0.14,0.01,0.95,123.3,10.76,8.55,7.82,10.36,2.86,2.57,1.29,1.86,2.86,0.79,0.37,10.11,133.44,11.64,9.7,7.98,11.3,4.29,1.14,1.43,1.43,3.14,0.78,0.4,12.83,143.59,12.52,10.9,8.21,12.42,4.57,0.57,1.71,1.43,3.14,0.78,0.4,11.83,3,10.66,181.25,17.0
Jeremy Hill,FA,RB,0.0,15.43,222.29,14.42,866.86,56.17,3.9,45.57,2.95,65.29,16.77,1.71,0.11,9.57,0.62,20.14,1.31,25.43,1.65,152.71,9.96,7.38,5.86,0.38,0.29,0.02,242.43,15.73,247.71,16.07,51.43,3.33,1.14,0.07,0.0,1.0,159.39,10.33,8.99,7.37,10.12,3.71,3.0,2.29,2.43,4.0,0.72,0.36,10.46,169.46,10.99,10.13,7.37,10.91,3.86,2.71,3.43,1.86,3.57,0.57,0.3,12.7,179.53,11.64,10.42,7.45,11.87,4.43,2.57,2.71,2.71,3.0,0.6,0.24,11.51,3,9.1,154.65,24.0
Doug Martin,FA,RB,0.0,10.71,183.71,17.17,711.71,61.52,3.59,33.86,3.03,42.71,17.04,2.29,0.14,3.71,0.35,19.29,1.76,24.57,2.19,163.14,15.24,8.52,5.57,0.5,0.29,0.02,203.0,18.93,208.29,19.36,39.43,3.54,2.0,0.16,0.01,0.93,107.49,9.55,9.3,5.29,10.17,2.57,0.86,3.14,3.0,1.14,0.62,0.09,9.83,117.13,10.42,10.59,5.62,11.08,2.86,1.14,1.86,3.71,1.14,0.89,0.09,12.59,126.77,11.31,11.59,6.03,12.14,2.86,1.43,1.57,3.71,1.14,0.89,0.09,11.59,3,11.81,200.74,15.0
Giovani Bernard,FA,RB,0.0,12.14,120.0,9.79,498.29,39.76,4.05,22.86,1.81,30.43,12.14,0.71,0.05,2.43,0.2,42.43,3.58,56.43,4.74,376.71,31.46,8.84,16.14,1.38,0.86,0.08,162.43,13.37,176.43,14.54,39.0,3.19,0.57,0.06,0.01,0.98,106.07,8.71,8.27,4.72,9.56,4.0,1.43,2.71,3.57,0.43,0.57,0.04,9.07,127.29,10.5,10.1,5.12,11.44,3.0,2.0,2.0,3.71,1.43,0.78,0.15,12.45,148.5,12.29,11.9,5.73,13.39,3.0,2.29,1.57,3.71,1.57,0.87,0.17,12.41,3,8.92,151.58,25.0
C.J. Anderson,FA,RB,0.0,10.43,131.86,13.58,576.71,57.47,4.3,28.71,2.87,33.57,15.34,2.43,0.2,4.86,0.5,21.14,2.11,30.29,3.06,171.71,17.02,8.02,7.0,0.73,0.86,0.1,153.0,15.69,162.14,16.64,35.71,3.6,0.57,0.04,0.0,0.91,107.99,10.97,9.31,7.91,10.57,3.57,2.29,0.14,1.86,2.57,0.99,0.37,9.81,118.56,12.02,10.14,8.19,11.64,3.43,1.57,1.57,1.86,2.0,0.66,0.24,11.99,129.13,13.07,10.91,8.55,12.91,3.43,1.57,1.86,1.71,1.86,0.63,0.24,10.89,3,8.57,145.7,30.0
Spencer Ware,FA,RB,0.0,13.0,166.67,12.38,748.33,56.07,4.73,37.67,2.82,48.0,16.24,1.33,0.11,4.0,0.32,24.0,1.76,30.0,2.18,299.67,21.44,9.31,11.67,0.84,1.33,0.09,190.67,14.12,196.67,14.56,49.33,3.65,2.0,0.14,0.01,1.0,132.8,9.99,7.4,7.05,9.94,2.33,2.67,4.33,0.33,3.33,0.39,0.34,9.29,144.8,10.86,8.07,7.5,10.78,2.67,2.33,4.33,0.33,3.33,0.39,0.34,11.72,156.8,11.74,8.73,7.98,11.8,3.0,2.0,4.33,0.33,3.33,0.39,0.34,10.57,2,12.37,210.3,9.0
Tevin Coleman,FA,RB,0.0,12.67,107.67,8.47,477.33,37.56,4.44,20.67,1.62,52.0,15.69,2.33,0.18,5.67,0.44,21.33,1.64,30.33,2.36,285.33,21.98,11.39,11.0,0.85,2.0,0.15,129.0,10.11,138.0,10.82,31.67,2.47,1.0,0.08,0.01,1.0,120.27,9.34,8.62,6.2,9.32,5.0,1.33,1.0,2.67,2.67,1.07,0.29,9.53,130.93,10.16,10.02,6.4,10.18,5.0,1.67,0.67,2.67,2.67,1.07,0.29,11.67,141.6,10.98,10.77,6.63,11.2,5.0,2.33,0.0,2.67,2.67,1.07,0.29,11.15,2,7.71,131.09,40.0
Isaiah Crowell,FA,RB,0.0,16.0,187.14,11.7,832.43,52.03,4.43,40.29,2.51,69.0,20.28,3.43,0.21,6.29,0.39,29.57,1.85,38.57,2.41,246.71,15.42,8.68,10.29,0.65,0.29,0.02,216.71,13.55,225.71,14.11,50.57,3.16,1.43,0.09,0.01,1.0,144.49,9.03,7.77,6.46,9.17,5.57,3.0,0.71,4.43,2.29,0.76,0.17,9.21,159.27,9.96,8.72,6.48,10.24,6.0,2.0,1.43,4.43,2.14,0.75,0.16,11.58,174.06,10.88,10.0,6.58,11.47,5.57,2.43,2.29,3.57,2.14,0.59,0.16,10.86,3,9.97,169.43,19.0
Theo Riddick,FA,RB,0.0,12.29,67.71,6.23,249.29,23.29,3.46,12.86,1.21,29.86,10.28,0.57,0.06,0.57,0.06,58.0,4.8,73.71,6.11,456.29,36.87,7.82,22.57,1.86,4.29,0.38,125.71,11.03,141.43,12.34,35.43,3.07,0.29,0.02,0.0,0.98,99.13,8.61,6.24,5.62,8.97,4.0,2.71,3.0,0.86,1.71,0.31,0.25,7.8,128.13,11.01,8.21,6.16,11.42,2.86,3.71,2.14,1.57,2.0,0.49,0.27,11.27,157.13,13.41,10.69,6.83,13.99,1.71,2.29,3.86,2.14,2.29,0.59,0.29,11.83,3,7.1,120.64,46.0
Rashad Jennings,FA,RB,0.0,13.57,183.0,13.61,676.71,49.78,3.69,33.43,2.48,27.71,12.54,2.86,0.2,3.14,0.24,32.57,2.44,41.29,3.09,231.71,17.06,7.27,8.0,0.6,0.86,0.06,215.57,16.06,224.29,16.7,41.43,3.08,0.71,0.05,0.0,1.0,113.41,8.38,6.26,5.38,8.91,4.43,2.86,1.43,3.29,1.57,0.56,0.14,8.57,129.7,9.6,7.66,5.65,10.22,4.43,3.14,1.43,3.29,1.29,0.53,0.12,11.13,145.99,10.83,9.39,6.01,11.67,3.86,3.71,2.43,2.14,1.43,0.38,0.15,10.74,3,7.43,126.39,43.0
Jay Ajayi,FA,RB,0.0,13.0,189.67,13.37,910.33,63.46,4.53,42.33,2.93,49.33,20.27,3.67,0.29,5.67,0.39,20.33,1.46,27.0,1.96,130.67,10.05,8.01,7.0,0.54,0.0,0.0,210.0,14.83,216.67,15.34,49.33,3.46,0.67,0.05,0.0,0.98,137.43,9.69,7.0,7.22,9.36,3.67,1.67,4.33,0.67,2.67,0.33,0.24,8.66,147.6,10.42,7.97,7.24,10.19,4.33,1.67,3.67,0.67,2.67,0.33,0.24,11.11,157.77,11.15,8.63,7.34,11.19,4.33,2.0,3.33,0.67,2.67,0.33,0.24,10.04,2,12.17,206.95,10.0
Chris Ivory,FA,RB,0.0,12.86,165.71,12.55,673.86,50.52,3.97,32.29,2.42,50.71,18.2,1.14,0.08,4.57,0.34,22.57,1.77,30.43,2.4,185.86,14.9,8.36,8.29,0.68,0.43,0.03,188.29,14.32,196.14,14.95,40.57,3.09,2.43,0.2,0.01,1.0,111.11,8.36,7.03,5.39,8.81,5.57,0.71,2.57,2.14,1.86,0.5,0.18,8.58,122.4,9.24,7.78,5.7,9.75,5.43,1.14,2.0,2.71,1.57,0.52,0.15,10.81,133.69,10.13,8.57,6.09,10.82,5.43,0.86,2.86,1.86,1.86,0.42,0.17,9.96,3,8.6,146.16,29.0
Ryan Mathews,FA,RB,0.0,12.0,129.43,10.9,578.86,48.76,4.52,33.29,2.78,39.71,16.11,4.29,0.35,6.71,0.56,14.43,1.23,17.43,1.47,117.29,9.91,8.24,6.0,0.51,0.86,0.07,143.86,12.13,146.86,12.37,39.29,3.29,2.0,0.15,0.01,0.97,113.33,9.46,7.58,6.9,9.45,3.0,3.0,1.57,2.29,2.14,0.62,0.22,8.7,120.54,10.07,8.22,7.19,10.11,4.14,2.57,1.0,2.14,2.14,0.55,0.22,10.8,127.76,10.68,8.86,7.5,10.93,4.14,2.86,1.0,1.86,2.14,0.51,0.22,9.68,3,7.28,123.72,45.0
T.J. Yeldon,FA,RB,0.0,14.0,147.33,10.84,556.67,41.22,3.74,22.33,1.63,25.67,13.35,0.67,0.06,1.33,0.1,45.33,3.22,60.67,4.3,301.0,21.62,6.74,15.33,1.1,1.0,0.07,192.67,14.06,208.0,15.13,37.67,2.73,0.67,0.05,0.01,1.0,98.43,7.23,6.48,4.13,8.15,5.0,3.0,2.67,2.67,0.67,0.33,0.07,7.86,121.1,8.84,8.4,4.63,9.85,4.33,2.67,3.0,3.33,0.67,0.41,0.07,10.76,143.77,10.45,10.38,5.27,11.64,4.33,2.0,4.0,3.0,0.67,0.35,0.07,10.85,2,6.6,112.18,48.0
Eddie Lacy,FA,RB,0.0,9.43,129.14,13.87,585.0,65.75,4.72,28.0,2.97,32.29,20.86,3.71,0.47,2.14,0.14,14.0,1.21,19.86,1.83,130.71,10.59,8.14,5.0,0.4,1.14,0.07,143.14,15.09,149.0,15.7,33.0,3.38,0.86,0.05,0.0,0.84,89.57,8.79,9.06,4.23,10.3,3.0,0.71,2.29,1.43,2.0,0.62,0.21,8.63,96.57,9.4,9.81,4.48,10.95,3.0,1.29,2.29,0.86,2.0,0.53,0.21,10.73,103.57,10.0,10.38,4.74,11.77,2.86,2.0,1.71,1.29,1.57,0.53,0.15,9.47,3,6.07,103.17,53.0
DeAngelo Williams,FA,RB,0.0,10.57,122.0,11.27,486.43,43.19,3.8,26.86,2.32,27.86,10.62,0.86,0.05,5.43,0.45,22.43,1.98,29.71,2.7,178.57,15.09,7.63,8.0,0.7,1.14,0.13,144.43,13.25,151.71,13.97,34.86,3.02,0.71,0.06,0.0,0.93,105.07,9.21,6.26,9.83,8.43,5.29,0.86,0.14,1.14,3.14,0.65,0.41,7.97,116.29,10.2,8.09,10.59,9.31,4.71,1.57,0.0,0.86,3.43,0.65,0.46,10.54,127.5,11.18,9.44,11.4,10.32,4.71,1.57,0.0,0.86,3.43,0.65,0.46,9.91,3,11.82,200.9,14.0
Bilal Powell,FA,RB,0.0,14.43,99.57,6.81,522.14,35.25,5.04,31.86,2.14,29.0,11.81,2.57,0.19,2.14,0.14,48.14,3.39,62.43,4.42,345.71,24.81,7.38,18.71,1.34,1.71,0.12,147.71,10.21,162.0,11.23,50.57,3.48,0.57,0.03,0.01,1.0,108.79,7.53,5.4,6.54,7.53,6.29,2.57,1.86,1.71,2.0,0.37,0.16,6.95,132.86,9.23,8.06,7.32,9.09,6.29,2.57,1.86,0.57,3.14,0.37,0.3,10.53,156.93,10.93,10.11,8.23,10.74,6.29,1.86,1.14,2.0,3.14,0.69,0.3,10.55,3,10.36,176.07,18.0
Matt Jones,FA,RB,0.0,9.0,114.0,13.12,470.0,56.37,4.23,28.67,3.44,51.0,17.37,2.0,0.24,3.0,0.36,11.67,1.25,13.67,1.4,150.0,14.75,11.41,6.0,0.64,0.33,0.03,125.67,14.37,127.67,14.53,34.67,4.07,2.67,0.3,0.02,0.89,76.67,8.85,6.97,7.96,8.52,4.33,0.67,1.33,0.67,2.0,0.56,0.33,7.61,82.5,9.48,7.9,8.1,9.21,4.33,0.67,1.33,0.67,2.0,0.56,0.33,10.23,88.33,10.11,8.73,8.27,10.06,4.33,0.67,1.33,0.67,2.0,0.56,0.33,8.78,2,9.45,160.67,22.0
Dion Lewis,FA,RB,0.0,7.0,59.0,8.43,266.67,38.1,4.54,14.33,2.05,14.33,11.19,0.0,0.0,0.67,0.1,23.33,3.33,32.67,4.67,192.0,27.43,7.28,8.0,1.14,0.67,0.1,82.33,11.76,91.67,13.09,22.33,3.19,0.33,0.05,0.0,0.84,53.2,7.6,7.7,3.57,8.79,2.33,2.33,0.67,0.67,1.0,0.83,0.25,7.35,64.87,9.27,9.2,3.85,10.68,1.67,3.0,0.67,0.67,1.0,0.83,0.25,10.07,76.53,10.93,11.1,4.25,12.67,1.67,2.33,1.33,0.67,1.0,0.83,0.25,9.78,2,4.9,83.25,61.0
Justin Forsett,FA,RB,0.0,10.29,126.43,11.94,530.29,48.09,3.89,25.43,2.31,53.43,17.41,2.57,0.2,2.29,0.19,26.57,2.55,35.57,3.41,129.86,12.11,4.69,4.86,0.45,0.0,0.0,153.0,14.49,162.0,15.35,30.29,2.77,0.57,0.06,0.01,0.95,78.87,7.06,6.61,4.23,7.84,3.71,2.43,1.71,1.29,1.14,0.44,0.12,7.52,92.16,8.34,8.05,4.21,9.45,3.71,2.57,1.43,1.57,1.0,0.43,0.1,10.06,105.44,9.61,9.67,4.49,11.06,3.0,3.71,1.0,1.57,1.0,0.43,0.1,9.9,3,7.46,126.78,42.0
Darren Sproles,FA,RB,0.0,15.29,85.57,5.61,387.86,25.48,4.58,21.14,1.39,29.0,11.12,1.0,0.07,2.86,0.19,51.14,3.35,73.14,4.78,410.14,26.88,8.09,18.71,1.23,1.43,0.09,136.71,8.95,158.71,10.38,39.86,2.61,0.14,0.01,0.0,1.0,105.23,6.91,5.89,4.6,7.62,7.0,2.29,3.14,2.14,0.71,0.23,0.05,6.81,130.8,8.57,7.87,5.19,9.32,6.71,1.14,3.71,2.86,0.86,0.32,0.06,9.71,156.37,10.24,9.73,5.9,11.1,6.43,0.86,3.0,3.86,1.14,0.49,0.08,10.06,3,7.35,125.02,44.0
Arian Foster,FA,RB,0.0,5.29,67.71,10.5,256.0,33.19,2.85,11.71,1.64,17.0,9.48,0.14,0.01,1.43,0.16,15.14,2.85,22.14,4.08,156.14,30.95,11.61,7.0,1.38,1.29,0.2,82.86,13.35,89.86,14.58,18.71,3.02,0.57,0.09,0.0,0.7,56.96,8.41,7.19,6.51,8.17,2.0,0.14,0.86,0.43,1.86,1.33,0.61,6.82,64.53,9.84,8.96,6.91,9.58,2.0,0.0,1.0,0.43,1.86,1.33,0.61,9.24,72.1,11.26,10.53,7.37,11.15,2.0,0.0,0.86,0.43,2.0,1.64,1.09,8.83,3,8.62,146.58,28.0
Kenneth Dixon,FA,RB,0.0,12.0,88.0,7.33,382.0,31.83,4.34,26.0,2.17,20.0,10.92,1.0,0.08,2.0,0.17,30.0,2.5,41.0,3.42,162.0,13.5,5.4,7.0,0.58,1.0,0.08,118.0,9.83,129.0,10.75,33.0,2.75,0.0,0.0,0.0,1.0,72.4,6.03,6.75,4.73,6.61,5.0,1.0,4.0,2.0,0.0,0.2,0.0,6.68,87.4,7.28,7.95,5.58,7.76,5.0,1.0,4.0,1.0,1.0,0.2,0.09,9.12,102.4,8.53,8.2,6.55,8.99,6.0,1.0,3.0,1.0,1.0,0.2,0.09,8.34,1,6.27,106.66,51.0
