Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
New York Giants,NYG,DST,16.0,34.48,2.15,17.9,1.12,12.33,0.77,12.48,0.78,0.1,0.01,1.95,0.12,0.95,0.06,122.33,7.65,6.57,7.05,7.31,5.86,2.57,1.57,1.52,4.48,0.6,0.39,6.71,122.33,7.65,6.57,7.05,7.31,5.9,2.0,2.14,1.52,4.43,0.59,0.39,6.7,122.33,7.65,6.57,7.05,7.31,5.86,2.76,1.38,1.57,4.43,0.6,0.39,6.7,3,7.96,135.34,9.0
Buffalo Bills,BUF,DST,16.0,51.67,3.23,20.76,1.3,6.81,0.43,13.19,0.82,0.24,0.01,2.76,0.17,0.62,0.04,130.0,8.13,5.9,6.34,7.96,5.1,3.14,2.29,1.33,4.14,0.54,0.37,6.6,130.0,8.13,5.9,6.34,7.96,6.62,2.33,1.38,1.52,4.14,0.56,0.37,6.62,130.0,8.13,5.9,6.34,7.96,5.14,3.05,2.14,1.52,4.14,0.56,0.37,6.62,3,7.11,120.86,16.0
Baltimore Ravens,BAL,DST,16.0,39.81,2.49,15.38,0.96,8.14,0.51,12.81,0.81,0.0,0.0,1.33,0.08,2.14,0.13,114.0,7.13,7.05,5.22,7.33,6.19,2.52,2.95,2.24,2.1,0.37,0.15,6.41,114.0,7.13,7.05,5.22,7.33,5.76,2.0,3.57,2.57,2.1,0.43,0.15,6.46,114.0,7.13,7.05,5.22,7.33,6.14,2.57,3.14,2.05,2.1,0.35,0.15,6.39,3,8.2,139.42,5.0
Denver Broncos,DEN,DST,16.0,43.1,2.69,16.43,1.02,8.81,0.55,14.57,0.91,0.38,0.02,2.81,0.17,2.76,0.17,125.19,7.83,6.33,5.54,7.91,6.0,1.9,3.52,2.33,2.24,0.42,0.16,6.41,125.19,7.83,6.33,5.54,7.91,5.24,2.71,3.29,2.71,2.05,0.46,0.14,6.42,125.19,7.83,6.33,5.54,7.91,5.81,2.14,2.52,3.48,2.05,0.55,0.14,6.51,3,8.18,139.04,6.0
Dallas Cowboys,DAL,DST,16.0,34.38,2.14,13.48,0.84,12.05,0.75,12.95,0.81,0.0,0.0,4.43,0.28,0.95,0.06,109.95,6.87,7.02,6.69,6.64,5.0,3.29,3.33,2.62,1.76,0.39,0.12,6.1,109.95,6.87,7.02,6.69,6.64,6.14,1.43,4.0,2.67,1.76,0.39,0.12,6.11,109.95,6.87,7.02,6.69,6.64,5.0,2.52,4.29,2.43,1.76,0.37,0.12,6.09,3,7.79,132.36,10.0
Tampa Bay Buccaneers,TB,DST,16.0,32.9,2.06,20.1,1.25,9.62,0.6,12.43,0.77,0.81,0.05,3.05,0.19,0.19,0.01,120.33,7.52,5.6,6.98,7.18,6.86,2.71,1.76,1.14,3.52,0.41,0.28,5.98,120.33,7.52,5.6,6.98,7.18,6.62,2.19,1.48,2.19,3.52,0.56,0.28,6.11,120.33,7.52,5.6,6.98,7.18,6.86,2.76,0.76,2.1,3.52,0.55,0.28,6.1,3,7.07,120.19,17.0
Philadelphia Eagles,PHI,DST,16.0,36.29,2.27,16.71,1.05,10.52,0.66,10.52,0.66,1.57,0.09,1.71,0.1,0.19,0.01,110.14,6.88,6.98,4.98,7.12,5.57,2.52,4.29,2.62,1.0,0.31,0.07,6.12,110.14,6.88,6.98,4.98,7.12,5.57,2.52,5.05,1.67,1.19,0.24,0.09,6.05,110.14,6.88,6.98,4.98,7.12,5.57,2.71,4.86,1.86,1.0,0.24,0.07,6.03,3,6.76,114.86,20.0
Miami Dolphins,MIA,DST,16.0,41.95,2.62,16.38,1.02,5.86,0.37,8.48,0.53,0.76,0.05,1.57,0.09,0.38,0.02,117.67,7.35,6.07,5.94,7.33,6.19,4.48,1.29,1.33,2.71,0.34,0.21,6.05,117.67,7.35,6.07,5.94,7.33,7.0,3.67,1.19,1.62,2.52,0.35,0.19,6.04,117.67,7.35,6.07,5.94,7.33,6.76,3.71,1.48,1.52,2.52,0.34,0.19,6.03,3,5.81,98.85,32.0
Cleveland Browns,CLE,DST,16.0,39.24,2.45,14.33,0.9,8.14,0.51,9.1,0.57,0.0,0.0,3.43,0.21,1.0,0.06,111.43,6.97,6.02,5.57,7.05,6.29,2.62,2.86,2.86,1.38,0.36,0.1,5.81,111.43,6.97,6.02,5.57,7.05,5.38,3.43,2.29,3.52,1.38,0.44,0.1,5.89,111.43,6.97,6.02,5.57,7.05,6.29,2.52,2.95,2.86,1.38,0.36,0.1,5.81,3,7.05,119.79,18.0
New Orleans Saints,NO,DST,16.0,44.62,2.79,12.43,0.78,7.76,0.49,10.19,0.63,0.0,0.0,0.9,0.06,0.24,0.01,109.24,6.82,6.19,4.53,7.31,5.48,3.9,2.86,3.33,0.43,0.31,0.03,5.83,109.24,6.82,6.19,4.53,7.31,4.76,4.62,2.76,3.43,0.43,0.32,0.03,5.84,109.24,6.82,6.19,4.53,7.31,5.52,3.86,2.86,3.33,0.43,0.31,0.03,5.83,3,6.06,103.03,27.0
Tennessee Titans,TEN,DST,16.0,36.19,2.26,14.05,0.88,10.67,0.67,13.05,0.81,0.19,0.01,3.29,0.21,0.86,0.05,115.38,7.21,5.95,6.84,6.94,4.81,5.43,0.95,3.24,1.57,0.43,0.12,5.83,115.38,7.21,5.95,6.84,6.94,5.9,3.57,1.71,3.29,1.52,0.43,0.11,5.83,115.38,7.21,5.95,6.84,6.94,5.0,5.24,0.95,3.24,1.57,0.43,0.12,5.83,3,6.61,112.34,22.0
Pittsburgh Steelers,PIT,DST,16.0,34.62,2.16,10.05,0.62,9.71,0.6,13.81,0.87,0.86,0.05,2.52,0.16,0.81,0.05,110.76,6.93,6.07,5.83,6.94,7.19,0.95,3.95,2.67,1.24,0.32,0.09,5.73,110.76,6.93,6.07,5.83,6.94,7.1,1.05,3.9,1.9,2.05,0.33,0.14,5.81,110.76,6.93,6.07,5.83,6.94,7.19,0.95,3.95,1.9,2.0,0.32,0.14,5.8,3,7.44,126.49,13.0
New York Jets,NYJ,DST,16.0,38.62,2.41,12.9,0.81,4.38,0.27,10.05,0.63,1.1,0.07,1.48,0.09,0.48,0.03,101.71,6.36,5.86,4.62,6.73,7.86,0.33,2.33,5.05,0.43,0.53,0.03,5.69,101.71,6.36,5.86,4.62,6.73,7.05,2.62,1.67,4.29,0.38,0.43,0.03,5.58,101.71,6.36,5.86,4.62,6.73,7.1,1.05,2.38,5.1,0.38,0.53,0.03,5.68,3,6.47,109.96,24.0
Washington Commanders,WAS,DST,16.0,35.48,2.22,16.81,1.05,8.95,0.56,12.24,0.76,0.0,0.0,5.0,0.31,0.0,0.0,106.05,6.63,6.07,5.61,6.71,5.67,4.76,2.19,2.19,1.19,0.27,0.08,5.57,106.05,6.63,6.07,5.61,6.71,6.43,3.24,2.95,2.19,1.19,0.27,0.08,5.57,106.05,6.63,6.07,5.61,6.71,5.62,4.76,2.24,2.14,1.24,0.27,0.09,5.57,3,6.02,102.29,29.0
Green Bay Packers,GB,DST,16.0,43.86,2.74,13.29,0.83,9.67,0.61,12.0,0.75,0.0,0.0,2.9,0.18,1.05,0.06,106.0,6.62,5.79,4.79,6.98,7.19,2.29,3.38,1.67,1.48,0.28,0.11,5.58,106.0,6.62,5.79,4.79,6.98,6.43,3.05,3.62,1.43,1.48,0.24,0.11,5.55,106.0,6.62,5.79,4.79,6.98,7.19,2.29,3.38,1.67,1.48,0.28,0.11,5.58,3,6.55,111.4,23.0
Las Vegas Raiders,LV,DST,16.0,35.57,2.23,9.81,0.61,11.81,0.74,14.76,0.92,0.05,0.0,2.33,0.15,0.05,0.0,95.33,5.96,5.55,5.82,5.96,7.33,2.76,3.0,1.14,1.76,0.22,0.12,5.06,95.33,5.96,5.55,5.82,5.96,7.33,2.76,2.24,1.9,1.76,0.3,0.12,5.15,95.33,5.96,5.55,5.82,5.96,7.38,2.71,2.95,1.19,1.76,0.23,0.12,5.07,3,6.15,104.59,26.0
Detroit Lions,DET,DST,16.0,33.57,2.1,14.52,0.91,7.1,0.45,8.62,0.54,1.76,0.11,1.86,0.11,1.52,0.09,96.9,6.06,5.64,5.86,6.06,7.29,2.62,3.38,0.95,1.76,0.21,0.13,5.13,96.9,6.06,5.64,5.86,6.06,7.86,2.05,3.57,0.76,1.76,0.2,0.13,5.11,96.9,6.06,5.64,5.86,6.06,6.57,3.19,3.52,0.95,1.76,0.21,0.13,5.13,3,6.77,115.02,19.0
Los Angeles Chargers,LAC,DST,16.0,35.43,2.22,11.86,0.74,7.43,0.47,10.24,0.64,0.19,0.01,2.19,0.14,0.43,0.03,102.9,6.43,4.88,4.31,6.93,7.29,3.14,3.29,0.9,1.38,0.22,0.1,5.1,102.9,6.43,4.88,4.31,6.93,8.24,2.19,3.29,0.9,1.38,0.22,0.1,5.1,102.9,6.43,4.88,4.31,6.93,8.24,2.19,3.29,0.71,1.57,0.22,0.12,5.12,3,5.85,99.42,31.0
Atlanta Falcons,ATL,DST,16.0,31.48,1.97,12.33,0.77,10.95,0.69,13.33,0.83,0.0,0.0,2.81,0.18,0.0,0.0,95.1,5.94,4.86,5.32,6.06,8.29,1.95,1.95,1.43,2.38,0.34,0.18,5.01,95.1,5.94,4.86,5.32,6.06,9.05,1.19,1.95,1.38,2.43,0.34,0.18,5.02,95.1,5.94,4.86,5.32,6.06,8.19,2.05,1.95,1.38,2.43,0.34,0.18,5.02,3,6.33,107.61,25.0
Jacksonville Jaguars,JAC,DST,16.0,28.9,1.81,11.48,0.72,10.24,0.64,13.71,0.86,2.29,0.14,1.67,0.1,0.24,0.01,84.76,5.3,4.83,4.57,5.65,7.95,2.62,2.9,1.67,0.86,0.2,0.06,4.53,84.76,5.3,4.83,4.57,5.65,8.14,2.43,2.95,1.62,0.86,0.19,0.06,4.52,84.76,5.3,4.83,4.57,5.65,7.9,2.62,2.95,1.67,0.86,0.2,0.06,4.53,3,5.89,100.07,30.0
Minnesota Vikings,MIN,DST,16.0,42.0,2.62,11.43,0.71,9.1,0.57,11.71,0.73,0.05,0.0,1.33,0.08,2.71,0.17,82.71,5.17,4.81,5.2,5.3,8.95,1.62,3.24,0.76,1.43,0.21,0.1,4.42,82.71,5.17,4.81,5.2,5.3,7.38,4.0,1.86,1.33,1.43,0.23,0.1,4.46,82.71,5.17,4.81,5.2,5.3,8.95,1.71,2.38,1.52,1.43,0.26,0.1,4.49,3,6.62,112.49,21.0
Houston Texans,HOU,DST,16.0,34.86,2.18,9.0,0.56,6.19,0.39,9.62,0.6,0.95,0.06,1.43,0.09,1.0,0.06,84.14,5.26,4.62,4.66,5.49,8.76,2.1,3.48,0.43,1.24,0.19,0.12,4.38,84.14,5.26,4.62,4.66,5.49,7.95,2.9,2.9,1.0,1.24,0.2,0.12,4.42,84.14,5.26,4.62,4.66,5.49,8.76,2.1,3.48,0.62,1.05,0.19,0.09,4.35,3,6.06,103.0,28.0
