Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Tennessee Titans,TEN,DST,16,43,2.69,14,0.88,9,0.56,10,0.62,1,0.06,3,0.19,1,0.06,133.0,8.31,7.0,6.22,8.18,3,4,3,4,2,0.6,0.14,6.94,133.0,8.31,7.0,6.22,8.18,4,3,3,4,2,0.6,0.14,6.94,133.0,8.31,7.0,6.22,8.18,4,2,4,4,2,0.6,0.14,6.94
Green Bay Packers,GB,DST,16,41,2.56,17,1.06,7,0.44,11,0.69,0,0.0,0,0.0,0,0.0,110.0,6.88,7.5,5.08,7.11,6,1,3,5,1,0.6,0.07,6.62,110.0,6.88,7.5,5.08,7.11,7,0,2,6,1,0.78,0.07,6.77,110.0,6.88,7.5,5.08,7.11,6,1,3,3,3,0.6,0.23,6.82
Seattle Seahawks,SEA,DST,16,28,1.75,16,1.0,16,1.0,18,1.12,0,0.0,3,0.19,0,0.0,124.0,7.75,6.5,5.63,7.82,7,1,3,2,3,0.45,0.23,6.57,124.0,7.75,6.5,5.63,7.82,6,2,2,3,3,0.6,0.23,6.71,124.0,7.75,6.5,5.63,7.82,7,1,3,2,3,0.45,0.23,6.57
Indianapolis Colts,IND,DST,16,41,2.56,15,0.94,8,0.5,13,0.81,2,0.12,1,0.06,2,0.12,127.0,7.94,7.5,6.79,7.64,4,2,5,4,1,0.45,0.07,6.69,127.0,7.94,7.5,6.79,7.64,5,1,5,4,1,0.45,0.07,6.69,127.0,7.94,7.5,6.79,7.64,3,3,5,4,1,0.45,0.07,6.69
New York Jets,NYJ,DST,16,35,2.19,12,0.75,9,0.56,8,0.5,2,0.12,5,0.31,1,0.06,133.0,8.31,5.5,6.35,8.14,6,3,1,1,5,0.6,0.45,6.67,133.0,8.31,5.5,6.35,8.14,5,4,1,1,5,0.6,0.45,6.67,133.0,8.31,5.5,6.35,8.14,6,3,1,1,5,0.6,0.45,6.67
Jacksonville Jaguars,JAC,DST,16,47,2.94,10,0.62,9,0.56,13,0.81,0,0.0,2,0.12,0,0.0,103.0,6.44,5.5,6.21,6.34,5,5,2,0,4,0.33,0.33,5.57,103.0,6.44,5.5,6.21,6.34,4,6,2,0,4,0.33,0.33,5.57,103.0,6.44,5.5,6.21,6.34,5,5,2,0,4,0.33,0.33,5.57
Philadelphia Eagles,PHI,DST,16,43,2.69,11,0.69,9,0.56,15,0.94,0,0.0,3,0.19,0,0.0,113.0,7.06,5.5,8.36,6.45,7,2,4,2,1,0.23,0.07,5.17,113.0,7.06,5.5,8.36,6.45,7,2,3,3,1,0.33,0.07,5.29,113.0,7.06,5.5,8.36,6.45,7,2,4,2,1,0.23,0.07,5.17
Denver Broncos,DEN,DST,16,40,2.5,10,0.62,6,0.38,8,0.5,0,0.0,1,0.06,0,0.0,101.0,6.31,5.0,5.99,6.27,6,4,3,1,2,0.23,0.14,5.0,101.0,6.31,5.0,5.99,6.27,6,4,3,1,2,0.23,0.14,5.0,101.0,6.31,5.0,5.99,6.27,6,4,3,1,2,0.23,0.14,5.0
Dallas Cowboys,DAL,DST,16,39,2.44,7,0.44,10,0.62,13,0.81,0,0.0,1,0.06,0,0.0,99.0,6.19,4.5,5.23,6.36,7,4,1,2,2,0.33,0.14,4.95,99.0,6.19,4.5,5.23,6.36,7,4,1,2,2,0.33,0.14,4.95,99.0,6.19,4.5,5.23,6.36,7,4,1,2,2,0.33,0.14,4.95
Houston Texans,HOU,DST,16,31,1.94,12,0.75,10,0.62,14,0.88,0,0.0,2,0.12,0,0.0,94.0,5.88,5.0,7.17,5.58,7,3,1,3,2,0.45,0.14,4.96,94.0,5.88,5.0,7.17,5.58,7,3,2,2,2,0.33,0.14,4.84,94.0,5.88,5.0,7.17,5.58,7,3,2,2,2,0.33,0.14,4.84
Washington Commanders,WAS,DST,16,46,2.88,13,0.81,9,0.56,15,0.94,0,0.0,0,0.0,1,0.06,94.0,5.88,5.0,5.38,6.0,6,4,3,2,1,0.23,0.07,4.79,94.0,5.88,5.0,5.38,6.0,6,4,3,2,1,0.23,0.07,4.79,94.0,5.88,5.0,5.38,6.0,6,4,3,2,1,0.23,0.07,4.79
Chicago Bears,CHI,DST,16,32,2.0,10,0.62,9,0.56,12,0.75,1,0.06,1,0.06,1,0.06,102.0,6.38,4.5,5.54,6.46,7,4,3,0,2,0.14,0.14,4.77,102.0,6.38,4.5,5.54,6.46,7,4,3,0,2,0.14,0.14,4.77,102.0,6.38,4.5,5.54,6.46,7,4,3,0,2,0.14,0.14,4.77
Cleveland Browns,CLE,DST,16,38,2.38,14,0.88,6,0.38,12,0.75,0,0.0,1,0.06,0,0.0,91.0,5.69,4.5,5.02,5.91,8,2,2,3,1,0.33,0.07,4.67,91.0,5.69,4.5,5.02,5.91,8,2,2,3,1,0.33,0.07,4.67,91.0,5.69,4.5,5.02,5.91,8,2,1,4,1,0.45,0.07,4.8
Atlanta Falcons,ATL,DST,16,28,1.75,12,0.75,8,0.5,13,0.81,0,0.0,2,0.12,1,0.06,98.0,6.12,3.5,7.77,5.7,8,1,1,3,3,0.6,0.23,4.66,98.0,6.12,3.5,7.77,5.7,8,1,1,3,3,0.6,0.23,4.66,98.0,6.12,3.5,7.77,5.7,8,1,1,3,3,0.6,0.23,4.66
Carolina Panthers,CAR,DST,16,53,3.31,14,0.88,7,0.44,8,0.5,2,0.12,1,0.06,0,0.0,95.0,5.94,3.5,6.84,5.71,9,2,0,2,3,0.45,0.23,4.52,95.0,5.94,3.5,6.84,5.71,9,1,1,2,3,0.45,0.23,4.52,95.0,5.94,3.5,6.84,5.71,9,2,0,2,3,0.45,0.23,4.52
Detroit Lions,DET,DST,16,28,1.75,7,0.44,11,0.69,13,0.81,0,0.0,1,0.06,2,0.12,78.0,4.88,5.5,4.46,5.21,7,3,3,3,0,0.23,0.0,4.59,78.0,4.88,5.5,4.46,5.21,7,3,4,2,0,0.14,0.0,4.48,78.0,4.88,5.5,4.46,5.21,7,3,4,2,0,0.14,0.0,4.48
New York Giants,NYG,DST,16,36,2.25,10,0.62,6,0.38,8,0.5,1,0.06,2,0.12,0,0.0,86.0,5.38,4.5,6.74,5.18,8,1,4,2,1,0.23,0.07,4.27,86.0,5.38,4.5,6.74,5.18,8,1,4,1,2,0.23,0.14,4.37,86.0,5.38,4.5,6.74,5.18,8,1,4,2,1,0.23,0.07,4.27
Los Angeles Chargers,LAC,DST,16,30,1.88,11,0.69,3,0.19,5,0.31,0,0.0,0,0.0,1,0.06,81.0,5.06,3.5,3.79,5.64,9,1,3,2,1,0.23,0.07,4.05,81.0,5.06,3.5,3.79,5.64,10,1,3,1,1,0.14,0.07,3.94,81.0,5.06,3.5,3.79,5.64,9,2,3,1,1,0.14,0.07,3.94
Las Vegas Raiders,LV,DST,16,32,2.0,9,0.56,6,0.38,8,0.5,0,0.0,2,0.12,0,0.0,70.0,4.38,3.0,5.43,4.45,10,2,1,2,1,0.23,0.07,3.37,70.0,4.38,3.0,5.43,4.45,9,3,1,1,2,0.23,0.14,3.47,70.0,4.38,3.0,5.43,4.45,10,2,1,2,1,0.23,0.07,3.37
Cincinnati Bengals,CIN,DST,16,31,1.94,11,0.69,5,0.31,9,0.56,1,0.06,0,0.0,1,0.06,67.0,4.19,3.5,4.58,4.45,8,4,2,2,0,0.14,0.0,3.37,67.0,4.19,3.5,4.58,4.45,8,4,2,2,0,0.14,0.0,3.37,67.0,4.19,3.5,4.58,4.45,8,4,1,3,0,0.23,0.0,3.48
Arizona Cardinals,ARI,DST,16,40,2.5,7,0.44,10,0.62,19,1.19,0,0.0,0,0.0,0,0.0,68.0,4.25,3.0,4.54,4.52,9,2,3,1,1,0.14,0.07,3.3,68.0,4.25,3.0,4.54,4.52,9,2,3,1,1,0.14,0.07,3.3,68.0,4.25,3.0,4.54,4.52,9,2,3,1,1,0.14,0.07,3.3
Miami Dolphins,MIA,DST,16,23,1.44,13,0.81,3,0.19,9,0.56,1,0.06,1,0.06,1,0.06,50.0,3.12,2.5,3.88,3.46,13,0,1,2,0,0.14,0.0,2.58,50.0,3.12,2.5,3.88,3.46,12,1,1,2,0,0.14,0.0,2.58,50.0,3.12,2.5,3.88,3.46,13,0,1,2,0,0.14,0.0,2.58
