Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Baltimore Ravens,BAL,DST,16.0,33.0,2.06,15.38,0.96,9.67,0.6,10.38,0.65,0.05,0.0,1.19,0.07,1.24,0.07,117.05,7.31,6.14,5.17,7.54,5.52,1.24,3.52,1.43,4.29,0.57,0.38,6.58,117.05,7.31,6.14,5.17,7.54,5.52,2.0,2.76,2.19,3.52,0.57,0.28,6.48,117.05,7.31,6.14,5.17,7.54,5.52,2.0,2.57,1.62,4.29,0.59,0.38,6.6,3,8.2,139.4,7.0
Los Angeles Chargers,LAC,DST,16.0,34.0,2.13,16.14,1.01,9.86,0.61,11.57,0.72,0.81,0.05,4.14,0.26,0.0,0.0,111.14,6.95,5.83,4.31,7.5,5.52,3.05,1.24,2.29,3.9,0.67,0.35,6.48,111.14,6.95,5.83,4.31,7.5,5.48,3.29,1.05,3.05,3.14,0.67,0.26,6.38,111.14,6.95,5.83,4.31,7.5,5.52,3.24,1.05,2.29,3.9,0.67,0.35,6.48,3,7.05,119.87,18.0
Pittsburgh Steelers,PIT,DST,16.0,39.67,2.48,13.67,0.85,10.57,0.66,13.86,0.87,0.81,0.05,1.38,0.08,0.24,0.01,113.0,7.06,6.64,5.66,7.11,4.29,3.24,2.76,4.1,1.62,0.6,0.12,6.32,113.0,7.06,6.64,5.66,7.11,5.0,1.67,4.0,2.71,2.62,0.51,0.2,6.35,113.0,7.06,6.64,5.66,7.11,4.24,4.05,2.38,2.95,2.38,0.51,0.18,6.32,3,8.06,137.1,8.0
Las Vegas Raiders,LV,DST,16.0,27.33,1.71,15.29,0.96,13.0,0.82,17.43,1.09,0.38,0.02,1.0,0.06,0.0,0.0,94.62,5.92,6.71,3.82,6.57,5.95,0.81,5.19,3.1,0.95,0.34,0.07,5.83,94.62,5.92,6.71,3.82,6.57,5.19,2.29,4.48,3.05,1.0,0.34,0.07,5.84,94.62,5.92,6.71,3.82,6.57,5.76,1.0,5.19,3.86,0.19,0.34,0.01,5.75,3,7.36,125.2,13.0
Buffalo Bills,BUF,DST,16.0,36.29,2.27,13.29,0.83,6.62,0.42,8.43,0.52,0.24,0.01,2.9,0.18,0.1,0.01,104.67,6.54,5.69,6.63,6.34,6.24,3.1,0.95,2.86,2.86,0.57,0.22,5.74,104.67,6.54,5.69,6.63,6.34,6.24,1.57,2.29,3.05,2.86,0.59,0.22,5.77,104.67,6.54,5.69,6.63,6.34,7.0,0.81,2.48,2.86,2.86,0.57,0.22,5.74,3,7.72,131.22,11.0
Green Bay Packers,GB,DST,16.0,40.62,2.54,16.86,1.05,7.67,0.48,8.71,0.55,0.05,0.0,0.76,0.05,0.1,0.01,105.05,6.57,6.1,5.53,6.65,4.29,3.76,3.9,1.76,2.29,0.34,0.17,5.74,105.05,6.57,6.1,5.53,6.65,3.52,4.62,3.81,1.76,2.29,0.34,0.17,5.74,105.05,6.57,6.1,5.53,6.65,4.29,3.81,3.86,1.76,2.29,0.34,0.17,5.74,3,6.88,116.95,20.0
Houston Texans,HOU,DST,16.0,34.0,2.13,12.0,0.75,7.33,0.46,7.24,0.46,0.81,0.05,1.57,0.1,0.81,0.05,104.52,6.53,5.67,4.99,6.8,5.62,2.9,3.38,1.48,2.62,0.4,0.2,5.7,104.52,6.53,5.67,4.99,6.8,6.38,2.1,3.43,1.52,2.57,0.4,0.2,5.69,104.52,6.53,5.67,4.99,6.8,5.62,2.9,3.43,1.48,2.57,0.39,0.2,5.68,3,7.35,124.94,14.0
Cincinnati Bengals,CIN,DST,16.0,34.1,2.13,17.9,1.12,3.9,0.25,5.9,0.37,0.9,0.05,0.24,0.01,0.0,0.0,101.33,6.33,5.45,3.94,6.99,4.57,3.67,3.38,2.95,1.43,0.38,0.1,5.57,101.33,6.33,5.45,3.94,6.99,4.57,3.81,3.05,3.14,1.43,0.42,0.1,5.6,101.33,6.33,5.45,3.94,6.99,4.57,3.67,3.38,2.76,1.62,0.38,0.12,5.6,3,6.84,116.31,21.0
Miami Dolphins,MIA,DST,16.0,32.9,2.06,15.33,0.96,7.95,0.5,13.52,0.85,0.14,0.01,1.48,0.09,2.48,0.16,101.57,6.35,5.98,7.07,6.05,7.33,0.24,4.52,1.1,2.81,0.32,0.21,5.5,101.57,6.35,5.98,7.07,6.05,6.57,1.0,4.52,0.33,3.57,0.32,0.29,5.58,101.57,6.35,5.98,7.07,6.05,7.33,1.05,3.71,0.33,3.57,0.32,0.29,5.58,3,8.76,148.84,5.0
Los Angeles Rams,LAR,DST,16.0,33.33,2.08,10.71,0.67,9.14,0.57,12.57,0.79,0.19,0.01,1.48,0.09,0.29,0.02,101.1,6.32,5.43,5.55,6.38,6.71,2.1,1.29,3.62,2.29,0.59,0.17,5.62,101.1,6.32,5.43,5.55,6.38,7.67,1.14,1.29,4.57,1.33,0.59,0.1,5.52,101.1,6.32,5.43,5.55,6.38,6.9,1.9,1.24,3.67,2.29,0.59,0.17,5.62,3,7.26,123.34,16.0
Washington Commanders,WAS,DST,16.0,37.9,2.37,12.33,0.77,8.76,0.55,16.1,1.01,0.19,0.01,0.38,0.02,1.14,0.07,90.67,5.67,6.07,3.73,6.33,4.29,4.71,4.05,1.95,1.0,0.26,0.07,5.37,90.67,5.67,6.07,3.73,6.33,5.05,3.71,4.29,1.95,1.0,0.26,0.07,5.37,90.67,5.67,6.07,3.73,6.33,4.29,3.9,4.86,1.76,1.19,0.26,0.08,5.39,3,7.01,119.25,19.0
Atlanta Falcons,ATL,DST,16.0,30.57,1.91,12.76,0.8,9.71,0.6,15.71,0.98,0.0,0.0,4.67,0.29,0.05,0.0,106.71,6.67,4.93,6.22,6.56,7.1,2.33,1.43,3.33,1.81,0.5,0.13,5.34,106.71,6.67,4.93,6.22,6.56,5.38,4.05,1.43,3.33,1.81,0.5,0.13,5.34,106.71,6.67,4.93,6.22,6.56,6.33,3.14,1.19,3.52,1.81,0.52,0.13,5.36,3,6.43,109.23,26.0
Dallas Cowboys,DAL,DST,16.0,34.67,2.17,9.24,0.58,9.57,0.6,14.62,0.91,0.19,0.01,0.33,0.02,0.19,0.01,90.24,5.64,4.83,4.22,6.13,5.81,5.05,2.0,1.38,1.76,0.25,0.12,4.87,90.24,5.64,4.83,4.22,6.13,5.81,5.05,2.0,1.38,1.76,0.25,0.12,4.87,90.24,5.64,4.83,4.22,6.13,5.05,4.86,2.95,1.38,1.76,0.25,0.12,4.87,3,5.62,95.49,30.0
Indianapolis Colts,IND,DST,16.0,33.76,2.11,9.9,0.62,9.05,0.56,14.57,0.91,0.19,0.01,1.81,0.11,0.76,0.05,90.95,5.68,4.55,5.2,5.86,7.1,2.14,2.24,3.14,1.38,0.4,0.1,4.78,90.95,5.68,4.55,5.2,5.86,7.86,2.14,1.43,3.19,1.38,0.41,0.1,4.79,90.95,5.68,4.55,5.2,5.86,7.1,2.14,2.38,3.0,1.38,0.38,0.1,4.76,3,6.74,114.64,23.0
Tennessee Titans,TEN,DST,16.0,39.76,2.49,11.81,0.74,6.29,0.4,4.62,0.29,0.05,0.0,1.24,0.07,0.0,0.0,90.57,5.66,4.21,3.79,6.3,5.9,4.38,2.38,2.33,1.0,0.27,0.07,4.64,90.57,5.66,4.21,3.79,6.3,5.9,5.19,1.57,2.33,1.0,0.27,0.07,4.64,90.57,5.66,4.21,3.79,6.3,5.9,5.1,1.48,2.52,1.0,0.28,0.07,4.66,3,5.34,90.8,31.0
Detroit Lions,DET,DST,16.0,30.0,1.87,10.29,0.64,5.1,0.32,9.1,0.57,1.95,0.12,1.24,0.07,1.52,0.09,80.29,5.02,4.71,4.56,5.32,6.81,2.38,3.71,2.0,1.1,0.24,0.08,4.43,80.29,5.02,4.71,4.56,5.32,6.86,3.76,2.29,1.86,1.24,0.24,0.09,4.44,80.29,5.02,4.71,4.56,5.32,7.62,1.48,3.81,2.0,1.1,0.24,0.08,4.43,3,6.52,110.87,25.0
Chicago Bears,CHI,DST,16.0,36.71,2.29,8.29,0.52,4.48,0.28,8.71,0.54,0.76,0.05,1.57,0.09,0.81,0.05,78.67,4.92,4.38,5.07,5.11,7.76,2.14,2.62,1.86,1.62,0.29,0.11,4.31,78.67,4.92,4.38,5.07,5.11,7.76,2.19,2.57,1.86,1.62,0.29,0.11,4.31,78.67,4.92,4.38,5.07,5.11,7.76,2.14,2.43,2.0,1.67,0.3,0.12,4.33,3,6.8,115.53,22.0
Jacksonville Jaguars,JAC,DST,16.0,34.14,2.13,7.33,0.46,6.95,0.44,9.67,0.61,0.05,0.0,1.48,0.09,0.95,0.06,71.19,4.45,3.21,4.9,4.64,9.1,1.81,1.0,2.86,1.24,0.34,0.09,3.69,71.19,4.45,3.21,4.9,4.64,9.86,1.05,1.0,2.86,1.24,0.34,0.09,3.69,71.19,4.45,3.21,4.9,4.64,9.86,1.05,1.0,3.62,0.48,0.34,0.03,3.61,3,6.7,113.82,24.0
New York Jets,NYJ,DST,16.0,30.14,1.89,9.81,0.61,5.67,0.35,11.95,0.75,0.05,0.0,0.76,0.05,0.0,0.0,68.43,4.28,2.88,4.78,4.49,8.95,1.71,2.05,1.14,2.14,0.26,0.15,3.49,68.43,4.28,2.88,4.78,4.49,9.71,1.67,1.33,1.14,2.14,0.26,0.15,3.49,68.43,4.28,2.88,4.78,4.49,8.95,1.76,2.0,1.14,2.14,0.26,0.15,3.49,3,6.0,101.95,29.0
San Francisco 49ers,SF,DST,16.0,32.19,2.01,10.43,0.65,8.48,0.53,10.57,0.66,0.76,0.05,0.33,0.02,0.0,0.0,66.52,4.16,3.26,4.79,4.36,9.76,1.95,1.14,2.0,1.14,0.25,0.08,3.48,66.52,4.16,3.26,4.79,4.36,9.76,1.19,1.9,2.05,1.1,0.25,0.08,3.47,66.52,4.16,3.26,4.79,4.36,9.76,1.19,1.9,2.0,1.14,0.25,0.08,3.48,3,6.12,103.98,28.0
Cleveland Browns,CLE,DST,16.0,26.81,1.67,10.71,0.67,4.57,0.29,7.0,0.44,0.05,0.0,1.29,0.08,0.19,0.01,57.9,3.62,3.76,3.88,3.97,8.81,5.05,0.43,0.43,1.29,0.13,0.09,3.39,57.9,3.62,3.76,3.88,3.97,11.14,2.05,1.1,0.43,1.29,0.13,0.09,3.39,57.9,3.62,3.76,3.88,3.97,8.62,5.29,0.38,0.62,1.1,0.13,0.08,3.37,3,4.99,84.8,32.0
New Orleans Saints,NO,DST,16.0,30.38,1.9,9.14,0.57,11.86,0.74,11.71,0.73,0.86,0.05,0.19,0.01,0.38,0.02,61.38,3.83,2.98,4.89,4.01,8.38,1.86,2.0,2.76,1.0,0.31,0.07,3.27,61.38,3.83,2.98,4.89,4.01,9.14,1.9,1.19,2.76,1.0,0.31,0.07,3.27,61.38,3.83,2.98,4.89,4.01,8.38,1.86,2.0,2.76,1.0,0.31,0.07,3.27,3,6.33,107.69,27.0
