Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Houston Texans,HOU,DST,17,39,2.29,16,0.94,11,0.65,9,0.53,1,0.06,1,0.06,0,0.0,116.0,6.82,7.0,4.38,7.33,4,3,6,2,2,0.31,0.13,6.3,116.0,6.82,7.0,4.38,7.33,4,4,5,2,2,0.31,0.13,6.3,116.0,6.82,7.0,4.38,7.33,4,4,5,2,2,0.31,0.13,6.3
Seattle Seahawks,SEA,DST,17,45,2.65,14,0.82,11,0.65,15,0.88,0,0.0,1,0.06,1,0.06,117.0,6.88,7.0,5.19,7.08,6,0,7,1,3,0.31,0.21,6.3,117.0,6.88,7.0,5.19,7.08,6,0,7,1,3,0.31,0.21,6.3,117.0,6.88,7.0,5.19,7.08,6,0,7,1,3,0.31,0.21,6.3
Green Bay Packers,GB,DST,17,34,2.0,17,1.0,7,0.41,11,0.65,1,0.06,2,0.12,1,0.06,117.0,6.88,6.0,5.54,6.97,6,3,1,6,1,0.7,0.06,6.04,117.0,6.88,6.0,5.54,6.97,6,3,1,6,1,0.7,0.06,6.04,117.0,6.88,6.0,5.54,6.97,6,2,2,6,1,0.7,0.06,6.04
Tennessee Titans,TEN,DST,17,39,2.29,14,0.82,6,0.35,11,0.65,0,0.0,1,0.06,0,0.0,104.0,6.12,7.0,5.66,6.16,6,1,5,3,2,0.42,0.13,5.95,104.0,6.12,7.0,5.66,6.16,6,0,6,4,1,0.42,0.06,5.86,104.0,6.12,7.0,5.66,6.16,6,1,5,3,2,0.42,0.13,5.95
Miami Dolphins,MIA,DST,17,40,2.35,8,0.47,6,0.35,14,0.82,1,0.06,2,0.12,1,0.06,107.0,6.29,6.0,6.15,6.21,8,2,0,5,2,0.7,0.13,5.83,107.0,6.29,6.0,6.15,6.21,8,1,1,5,2,0.7,0.13,5.83,107.0,6.29,6.0,6.15,6.21,8,2,0,4,3,0.7,0.21,5.93
Indianapolis Colts,IND,DST,17,44,2.59,10,0.59,11,0.65,13,0.76,0,0.0,2,0.12,1,0.06,116.0,6.82,6.0,5.71,6.86,6,4,3,1,3,0.31,0.21,5.81,116.0,6.82,6.0,5.71,6.86,6,4,3,1,3,0.31,0.21,5.81,116.0,6.82,6.0,5.71,6.86,6,4,3,1,3,0.31,0.21,5.81
Cincinnati Bengals,CIN,DST,17,30,1.76,13,0.76,11,0.65,13,0.76,0,0.0,1,0.06,0,0.0,115.0,6.76,6.0,4.85,7.08,7,2,4,2,2,0.31,0.13,5.8,115.0,6.76,6.0,4.85,7.08,7,2,4,2,2,0.31,0.13,5.8,115.0,6.76,6.0,4.85,7.08,7,2,4,2,2,0.31,0.13,5.8
Minnesota Vikings,MIN,DST,17,38,2.24,15,0.88,10,0.59,10,0.59,0,0.0,1,0.06,1,0.06,106.0,6.24,6.0,5.18,6.42,5,4,1,4,3,0.7,0.21,6.01,106.0,6.24,6.0,5.18,6.42,5,4,2,4,2,0.55,0.13,5.78,106.0,6.24,6.0,5.18,6.42,6,2,2,4,3,0.7,0.21,6.01
Los Angeles Chargers,LAC,DST,17,40,2.35,14,0.82,10,0.59,13,0.76,1,0.06,1,0.06,0,0.0,106.0,6.24,6.0,5.46,6.34,6,3,4,2,2,0.31,0.13,5.5,106.0,6.24,6.0,5.46,6.34,6,3,4,1,3,0.31,0.21,5.6,106.0,6.24,6.0,5.46,6.34,6,3,4,2,2,0.31,0.13,5.5
Washington Commanders,WAS,DST,17,43,2.53,9,0.53,9,0.53,7,0.41,1,0.06,3,0.18,0,0.0,117.0,6.88,5.0,5.9,6.86,7,3,3,0,4,0.31,0.31,5.52,117.0,6.88,5.0,5.9,6.86,6,4,3,0,4,0.31,0.31,5.52,117.0,6.88,5.0,5.9,6.86,6,4,3,0,4,0.31,0.31,5.52
New Orleans Saints,NO,DST,17,48,2.82,7,0.41,7,0.41,11,0.65,0,0.0,1,0.06,0,0.0,115.0,6.76,5.0,4.64,7.16,7,4,3,0,3,0.21,0.21,5.42,115.0,6.76,5.0,4.64,7.16,7,4,3,0,3,0.21,0.21,5.42,115.0,6.76,5.0,4.64,7.16,7,4,3,0,3,0.21,0.21,5.42
Arizona Cardinals,ARI,DST,17,36,2.12,11,0.65,9,0.53,11,0.65,0,0.0,5,0.29,0,0.0,103.0,6.06,5.0,5.58,6.12,8,2,2,2,3,0.42,0.21,5.23,103.0,6.06,5.0,5.58,6.12,8,2,1,4,2,0.55,0.13,5.26,103.0,6.06,5.0,5.58,6.12,8,2,1,3,3,0.55,0.21,5.36
New York Giants,NYG,DST,17,41,2.41,6,0.35,13,0.76,18,1.06,0,0.0,2,0.12,0,0.0,107.0,6.29,5.0,5.22,6.47,7,3,3,1,3,0.31,0.21,5.26,107.0,6.29,5.0,5.22,6.47,7,3,3,1,3,0.31,0.21,5.26,107.0,6.29,5.0,5.22,6.47,7,3,3,1,3,0.31,0.21,5.26
Denver Broncos,DEN,DST,17,36,2.12,15,0.88,8,0.47,15,0.88,1,0.06,0,0.0,0,0.0,102.0,6.0,5.0,4.94,6.26,7,2,4,2,2,0.31,0.13,5.07,102.0,6.0,5.0,4.94,6.26,7,3,3,1,3,0.31,0.21,5.17,102.0,6.0,5.0,4.94,6.26,7,3,3,2,2,0.31,0.13,5.07
Detroit Lions,DET,DST,17,39,2.29,12,0.71,10,0.59,12,0.71,1,0.06,1,0.06,1,0.06,98.0,5.76,5.0,5.36,5.89,8,1,2,4,2,0.55,0.13,5.16,98.0,5.76,5.0,5.36,5.89,8,1,2,4,2,0.55,0.13,5.16,98.0,5.76,5.0,5.36,5.89,8,1,2,4,2,0.55,0.13,5.16
Tampa Bay Buccaneers,TB,DST,17,44,2.59,10,0.59,10,0.59,14,0.82,0,0.0,1,0.06,0,0.0,103.0,6.06,6.0,6.22,5.96,7,5,3,0,2,0.13,0.13,5.15,103.0,6.06,6.0,6.22,5.96,7,5,3,0,2,0.13,0.13,5.15,103.0,6.06,6.0,6.22,5.96,7,5,3,0,2,0.13,0.13,5.15
Los Angeles Rams,LAR,DST,17,38,2.24,16,0.94,6,0.35,9,0.53,0,0.0,1,0.06,0,0.0,104.0,6.12,5.0,5.0,6.36,8,2,3,3,1,0.31,0.06,5.02,104.0,6.12,5.0,5.0,6.36,8,2,3,3,1,0.31,0.06,5.02,104.0,6.12,5.0,5.0,6.36,8,2,3,3,1,0.31,0.06,5.02
Cleveland Browns,CLE,DST,17,34,2.0,11,0.65,9,0.53,10,0.59,0,0.0,3,0.18,1,0.06,107.0,6.29,4.0,7.43,5.92,10,2,0,1,4,0.42,0.31,4.86,107.0,6.29,4.0,7.43,5.92,10,2,0,1,4,0.42,0.31,4.86,107.0,6.29,4.0,7.43,5.92,10,2,0,1,4,0.42,0.31,4.86
Pittsburgh Steelers,PIT,DST,17,40,2.35,20,1.18,3,0.18,9,0.53,0,0.0,1,0.06,0,0.0,107.0,6.29,4.0,6.48,6.13,9,2,1,3,2,0.42,0.13,4.74,107.0,6.29,4.0,6.48,6.13,10,1,1,3,2,0.42,0.13,4.74,107.0,6.29,4.0,6.48,6.13,9,2,1,3,2,0.42,0.13,4.74
Atlanta Falcons,ATL,DST,17,21,1.24,10,0.59,7,0.41,8,0.47,1,0.06,2,0.12,2,0.12,89.0,5.24,4.0,4.68,5.53,10,3,1,0,3,0.21,0.21,4.37,89.0,5.24,4.0,4.68,5.53,10,3,1,1,2,0.21,0.13,4.27,89.0,5.24,4.0,4.68,5.53,9,4,1,0,3,0.21,0.21,4.37
Las Vegas Raiders,LV,DST,17,27,1.59,6,0.35,7,0.41,10,0.59,0,0.0,3,0.18,0,0.0,77.0,4.53,3.0,3.99,4.98,9,3,2,3,0,0.21,0.0,3.47,77.0,4.53,3.0,3.99,4.98,9,3,2,3,0,0.21,0.0,3.47,77.0,4.53,3.0,3.99,4.98,9,3,2,3,0,0.21,0.0,3.47
Chicago Bears,CHI,DST,17,20,1.18,14,0.82,9,0.53,10,0.59,0,0.0,0,0.0,0,0.0,62.0,3.65,4.0,3.79,4.06,10,3,2,2,0,0.13,0.0,3.41,62.0,3.65,4.0,3.79,4.06,10,3,2,2,0,0.13,0.0,3.41,62.0,3.65,4.0,3.79,4.06,10,3,2,2,0,0.13,0.0,3.41
