Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Pittsburgh Steelers,PIT,DST,16,35,2.19,11,0.69,4,0.25,6,0.38,2,0.12,1,0.06,1,0.06,122.0,7.62,7.5,5.16,7.86,3,4,3,4,2,0.6,0.14,7.02,122.0,7.62,7.5,5.16,7.86,5,2,2,4,3,0.78,0.23,7.27,122.0,7.62,7.5,5.16,7.86,3,4,3,4,2,0.6,0.14,7.02
New York Giants,NYG,DST,16,48,3.0,20,1.25,11,0.69,10,0.62,2,0.12,1,0.06,0,0.0,121.0,7.56,8.0,4.37,8.13,3,2,5,4,2,0.6,0.14,7.32,121.0,7.56,8.0,4.37,8.13,4,2,5,4,1,0.45,0.07,7.09,121.0,7.56,8.0,4.37,8.13,3,2,5,5,1,0.6,0.07,7.22
Miami Dolphins,MIA,DST,16,41,2.56,16,1.0,3,0.19,6,0.38,0,0.0,1,0.06,0,0.0,111.0,6.94,7.5,4.71,7.32,6,2,3,4,1,0.45,0.07,6.56,111.0,6.94,7.5,4.71,7.32,7,1,1,6,1,0.78,0.07,6.85,111.0,6.94,7.5,4.71,7.32,6,2,3,4,1,0.45,0.07,6.56
Cincinnati Bengals,CIN,DST,16,45,2.81,10,0.62,12,0.75,16,1.0,1,0.06,3,0.19,1,0.06,125.0,7.81,6.5,5.75,7.84,5,4,1,2,4,0.6,0.33,6.83,125.0,7.81,6.5,5.75,7.84,6,2,2,2,4,0.6,0.33,6.83,125.0,7.81,6.5,5.75,7.84,5,4,1,2,4,0.6,0.33,6.83
Dallas Cowboys,DAL,DST,16,42,2.62,15,0.94,9,0.56,12,0.75,0,0.0,1,0.06,0,0.0,113.0,7.06,7.5,5.05,7.32,5,1,6,3,1,0.33,0.07,6.44,113.0,7.06,7.5,5.05,7.32,5,2,4,4,1,0.45,0.07,6.56,113.0,7.06,7.5,5.05,7.32,5,1,6,3,1,0.33,0.07,6.44
Buffalo Bills,BUF,DST,16,29,1.81,20,1.25,11,0.69,13,0.81,1,0.06,6,0.38,1,0.06,130.0,8.12,6.0,8.62,7.37,7,2,0,4,3,0.78,0.23,6.48,130.0,8.12,6.0,8.62,7.37,7,1,1,4,3,0.78,0.23,6.48,130.0,8.12,6.0,8.62,7.37,8,0,1,4,3,0.78,0.23,6.48
Denver Broncos,DEN,DST,16,41,2.56,9,0.56,9,0.56,10,0.62,0,0.0,3,0.19,2,0.12,105.0,6.56,7.0,5.4,6.69,6,0,6,1,3,0.33,0.23,6.19,105.0,6.56,7.0,5.4,6.69,6,1,5,1,3,0.33,0.23,6.19,105.0,6.56,7.0,5.4,6.69,6,1,5,1,3,0.33,0.23,6.19
Atlanta Falcons,ATL,DST,16,33,2.06,19,1.19,10,0.62,12,0.75,0,0.0,3,0.19,0,0.0,121.0,7.56,6.0,6.05,7.49,6,5,1,2,2,0.33,0.14,6.0,121.0,7.56,6.0,6.05,7.49,6,5,1,1,3,0.33,0.23,6.11,121.0,7.56,6.0,6.05,7.49,4,7,1,1,3,0.33,0.23,6.11
Arizona Cardinals,ARI,DST,16,42,2.62,10,0.62,9,0.56,11,0.69,0,0.0,0,0.0,4,0.25,101.0,6.31,6.0,2.82,7.57,4,6,2,4,0,0.33,0.0,5.84,101.0,6.31,6.0,2.82,7.57,4,6,3,3,0,0.23,0.0,5.73,101.0,6.31,6.0,2.82,7.57,5,5,2,4,0,0.33,0.0,5.84
Jacksonville Jaguars,JAC,DST,16,31,1.94,17,1.06,11,0.69,16,1.0,0,0.0,3,0.19,1,0.06,124.0,7.75,5.5,7.74,7.22,7,3,1,3,2,0.45,0.14,5.82,124.0,7.75,5.5,7.74,7.22,7,3,2,2,2,0.33,0.14,5.7,124.0,7.75,5.5,7.74,7.22,6,3,2,3,2,0.45,0.14,5.82
Las Vegas Raiders,LV,DST,16,39,2.44,18,1.12,8,0.5,6,0.38,1,0.06,1,0.06,1,0.06,94.0,5.88,6.5,5.51,5.96,6,2,3,4,1,0.45,0.07,5.62,94.0,5.88,6.5,5.51,5.96,6,2,3,4,1,0.45,0.07,5.62,94.0,5.88,6.5,5.51,5.96,7,1,2,5,1,0.6,0.07,5.75
New Orleans Saints,NO,DST,16,33,2.06,9,0.56,7,0.44,14,0.88,0,0.0,3,0.19,1,0.06,98.0,6.12,6.0,4.91,6.39,7,2,4,2,1,0.23,0.07,5.35,98.0,6.12,6.0,4.91,6.39,8,1,2,4,1,0.45,0.07,5.59,98.0,6.12,6.0,4.91,6.39,8,1,4,2,1,0.23,0.07,5.35
Tennessee Titans,TEN,DST,16,28,1.75,11,0.69,12,0.75,14,0.88,0,0.0,1,0.06,2,0.12,107.0,6.69,5.0,6.72,6.45,9,2,0,0,5,0.45,0.45,5.66,107.0,6.69,5.0,6.72,6.45,8,3,0,1,4,0.45,0.33,5.54,107.0,6.69,5.0,6.72,6.45,9,2,0,0,5,0.45,0.45,5.66
Washington Commanders,WAS,DST,16,41,2.56,13,0.81,8,0.5,17,1.06,0,0.0,1,0.06,0,0.0,99.0,6.19,5.5,4.05,6.78,7,4,2,2,1,0.23,0.07,5.3,99.0,6.19,5.5,4.05,6.78,7,4,2,2,1,0.23,0.07,5.3,99.0,6.19,5.5,4.05,6.78,6,4,3,1,2,0.23,0.14,5.4
Kansas City Chiefs,KC,DST,16,29,1.81,20,1.25,6,0.38,12,0.75,0,0.0,2,0.12,0,0.0,113.0,7.06,5.0,9.55,6.24,8,2,1,3,2,0.45,0.14,5.23,113.0,7.06,5.0,9.55,6.24,8,2,2,1,3,0.33,0.23,5.21,113.0,7.06,5.0,9.55,6.24,9,1,1,3,2,0.45,0.14,5.23
Cleveland Browns,CLE,DST,16,32,2.0,9,0.56,11,0.69,15,0.94,0,0.0,0,0.0,1,0.06,96.0,6.0,4.5,3.79,6.68,8,3,0,4,1,0.45,0.07,5.11,96.0,6.0,4.5,3.79,6.68,9,0,4,2,1,0.23,0.07,4.86,96.0,6.0,4.5,3.79,6.68,8,1,2,4,1,0.45,0.07,5.11
Minnesota Vikings,MIN,DST,16,50,3.12,8,0.5,15,0.94,18,1.12,1,0.06,0,0.0,1,0.06,93.0,5.81,5.0,4.86,6.08,8,2,4,0,2,0.14,0.14,4.82,93.0,5.81,5.0,4.86,6.08,7,4,3,0,2,0.14,0.14,4.82,93.0,5.81,5.0,4.86,6.08,8,4,2,0,2,0.14,0.14,4.82
Tampa Bay Buccaneers,TB,DST,16,23,1.44,14,0.88,10,0.62,13,0.81,1,0.06,4,0.25,0,0.0,79.0,4.94,5.5,5.79,4.95,8,1,5,0,2,0.14,0.14,4.56,79.0,4.94,5.5,5.79,4.95,7,2,3,2,2,0.33,0.14,4.79,79.0,4.94,5.5,5.79,4.95,8,2,4,0,2,0.14,0.14,4.56
Indianapolis Colts,IND,DST,16,29,1.81,8,0.5,9,0.56,14,0.88,0,0.0,3,0.19,0,0.0,82.0,5.12,5.5,5.33,5.24,8,4,2,0,2,0.14,0.14,4.68,82.0,5.12,5.5,5.33,5.24,8,4,2,0,2,0.14,0.14,4.68,82.0,5.12,5.5,5.33,5.24,7,5,2,0,2,0.14,0.14,4.68
Los Angeles Chargers,LAC,DST,16,32,2.0,17,1.06,4,0.25,7,0.44,0,0.0,2,0.12,1,0.06,93.0,5.81,4.5,5.53,5.89,9,2,1,3,1,0.33,0.07,4.66,93.0,5.81,4.5,5.53,5.89,9,2,1,3,1,0.33,0.07,4.66,93.0,5.81,4.5,5.53,5.89,9,2,1,3,1,0.33,0.07,4.66
Los Angeles Rams,LAR,DST,16,39,2.44,12,0.75,6,0.38,13,0.81,2,0.12,1,0.06,1,0.06,91.0,5.69,4.5,3.98,6.26,10,1,4,0,1,0.07,0.07,4.49,91.0,5.69,4.5,3.98,6.26,9,2,3,1,1,0.14,0.07,4.59,91.0,5.69,4.5,3.98,6.26,9,2,4,0,1,0.07,0.07,4.49
Carolina Panthers,CAR,DST,16,31,1.94,14,0.88,10,0.62,10,0.62,2,0.12,0,0.0,1,0.06,80.0,5.0,4.0,4.2,5.43,9,2,1,4,0,0.33,0.0,4.19,80.0,5.0,4.0,4.2,5.43,10,1,1,4,0,0.33,0.0,4.19,80.0,5.0,4.0,4.2,5.43,10,1,1,4,0,0.33,0.0,4.19
