Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Pittsburgh Steelers,PIT,DST,16.0,52.1,3.26,9.76,0.61,6.95,0.44,11.14,0.7,1.76,0.11,2.33,0.15,0.19,0.01,116.1,7.25,6.57,5.27,7.44,4.76,3.24,2.24,2.67,3.1,0.56,0.24,6.56,116.1,7.25,6.57,5.27,7.44,6.33,1.62,2.67,2.24,3.14,0.51,0.24,6.52,116.1,7.25,6.57,5.27,7.44,5.52,2.52,2.57,2.24,3.14,0.51,0.24,6.52,3,7.48,127.22,15.0
Tennessee Titans,TEN,DST,16.0,39.81,2.49,11.24,0.7,6.57,0.41,9.9,0.62,0.0,0.0,1.76,0.11,0.76,0.05,111.62,6.97,7.05,4.96,7.26,4.48,2.48,2.95,4.33,1.76,0.62,0.12,6.59,111.62,6.97,7.05,4.96,7.26,4.48,1.76,3.86,4.9,1.0,0.59,0.07,6.48,111.62,6.97,7.05,4.96,7.26,4.48,1.76,3.67,4.33,1.76,0.62,0.12,6.59,3,8.41,142.97,4.0
Washington Commanders,WAS,DST,16.0,44.86,2.81,15.1,0.95,10.05,0.63,16.71,1.04,0.0,0.0,1.14,0.07,0.05,0.0,116.29,7.27,6.1,5.52,7.37,5.14,2.9,2.14,2.33,3.48,0.58,0.28,6.4,116.29,7.27,6.1,5.52,7.37,5.95,2.1,2.33,1.19,4.43,0.55,0.39,6.48,116.29,7.27,6.1,5.52,7.37,5.14,2.86,2.19,1.57,4.24,0.58,0.37,6.49,3,7.51,127.59,14.0
Denver Broncos,DEN,DST,16.0,41.81,2.61,15.52,0.97,9.57,0.59,12.14,0.76,0.0,0.0,2.48,0.15,0.0,0.0,123.43,7.72,6.26,6.97,7.38,5.33,3.24,2.48,2.76,2.19,0.45,0.16,6.21,123.43,7.72,6.26,6.97,7.38,5.29,3.14,2.43,3.14,2.0,0.48,0.15,6.22,123.43,7.72,6.26,6.97,7.38,5.33,3.19,2.33,2.76,2.38,0.48,0.18,6.26,3,6.75,114.75,22.0
Indianapolis Colts,IND,DST,16.0,35.29,2.21,14.29,0.89,10.14,0.64,13.48,0.85,0.38,0.02,0.24,0.01,0.05,0.0,110.14,6.89,6.07,5.12,7.13,5.9,2.57,1.81,3.38,2.33,0.62,0.18,6.18,110.14,6.89,6.07,5.12,7.13,5.95,2.57,1.57,3.57,2.33,0.64,0.18,6.2,110.14,6.89,6.07,5.12,7.13,5.9,2.57,1.81,4.14,1.57,0.62,0.11,6.1,3,7.13,121.19,18.0
Los Angeles Chargers,LAC,DST,16.0,38.81,2.43,14.19,0.88,7.52,0.47,6.86,0.43,0.05,0.0,2.52,0.15,0.95,0.06,117.48,7.34,6.1,6.17,7.24,5.57,2.81,1.19,4.67,1.76,0.68,0.14,6.25,117.48,7.34,6.1,6.17,7.24,5.57,2.81,1.38,4.71,1.52,0.64,0.11,6.19,117.48,7.34,6.1,6.17,7.24,5.57,2.81,1.38,4.48,1.76,0.64,0.14,6.22,3,7.44,126.49,16.0
Philadelphia Eagles,PHI,DST,16.0,42.38,2.65,12.0,0.75,7.9,0.5,12.0,0.75,0.05,0.0,1.29,0.08,0.1,0.01,111.62,6.98,6.07,4.92,7.24,5.57,2.71,3.0,3.0,1.71,0.44,0.13,6.01,111.62,6.98,6.07,4.92,7.24,3.81,4.48,2.24,3.57,1.9,0.53,0.15,6.13,111.62,6.98,6.07,4.92,7.24,5.52,2.62,3.14,3.0,1.71,0.44,0.13,6.01,3,6.93,117.73,19.0
Detroit Lions,DET,DST,16.0,40.67,2.54,9.43,0.59,8.0,0.5,9.67,0.6,0.1,0.01,2.52,0.15,0.48,0.03,107.1,6.69,6.5,4.98,6.95,5.48,2.95,2.48,2.76,2.33,0.58,0.17,6.21,107.1,6.69,6.5,4.98,6.95,5.48,3.81,2.57,1.81,2.33,0.43,0.17,6.08,107.1,6.69,6.5,4.98,6.95,4.76,4.43,1.71,2.95,2.14,0.58,0.15,6.19,3,6.6,112.18,24.0
Buffalo Bills,BUF,DST,16.0,34.43,2.15,16.19,1.01,10.0,0.63,16.62,1.03,0.76,0.05,1.48,0.09,0.0,0.0,106.24,6.64,5.88,5.69,6.69,5.62,2.1,3.43,2.05,2.81,0.43,0.21,5.83,106.24,6.64,5.88,5.69,6.69,5.62,2.0,3.33,2.24,2.81,0.46,0.21,5.85,106.24,6.64,5.88,5.69,6.69,5.67,1.95,3.52,2.05,2.81,0.43,0.21,5.83,3,7.55,128.39,13.0
Carolina Panthers,CAR,DST,16.0,38.43,2.4,12.62,0.79,9.43,0.59,13.19,0.82,0.05,0.0,1.1,0.07,0.38,0.02,98.29,6.14,6.26,4.5,6.54,5.19,4.1,1.81,4.19,0.71,0.48,0.05,5.74,98.29,6.14,6.26,4.5,6.54,5.19,4.1,1.81,4.33,0.57,0.48,0.04,5.73,98.29,6.14,6.26,4.5,6.54,5.19,4.05,1.1,4.9,0.76,0.57,0.06,5.84,3,6.56,111.55,25.0
Dallas Cowboys,DAL,DST,16.0,38.67,2.42,9.19,0.57,10.81,0.68,13.95,0.88,0.0,0.0,0.95,0.06,0.19,0.01,99.19,6.19,5.76,4.4,6.69,5.38,2.95,3.52,2.71,1.43,0.35,0.1,5.55,99.19,6.19,5.76,4.4,6.69,6.14,2.95,2.76,2.71,1.43,0.35,0.1,5.55,99.19,6.19,5.76,4.4,6.69,5.33,2.95,3.57,2.52,1.62,0.35,0.12,5.57,3,6.64,112.95,23.0
Miami Dolphins,MIA,DST,16.0,30.9,1.93,18.48,1.15,6.9,0.43,9.67,0.6,0.38,0.02,2.9,0.18,1.67,0.1,102.86,6.42,6.12,6.84,6.19,4.9,3.05,4.43,1.57,2.05,0.29,0.14,5.49,102.86,6.42,6.12,6.84,6.19,5.62,2.33,4.43,2.29,1.33,0.29,0.1,5.42,102.86,6.42,6.12,6.84,6.19,5.67,2.14,4.57,1.52,2.1,0.29,0.15,5.49,3,7.75,131.77,11.0
Arizona Cardinals,ARI,DST,16.0,46.67,2.91,8.86,0.56,8.67,0.54,13.76,0.86,0.1,0.01,2.05,0.12,0.0,0.0,105.05,6.56,4.81,5.72,6.59,6.76,3.62,2.14,0.62,2.86,0.28,0.22,5.2,105.05,6.56,4.81,5.72,6.59,7.52,3.05,1.95,0.81,2.67,0.28,0.2,5.19,105.05,6.56,4.81,5.72,6.59,7.52,3.05,1.95,0.62,2.86,0.28,0.22,5.2,3,5.83,99.05,29.0
New York Jets,NYJ,DST,16.0,36.33,2.27,12.38,0.77,7.24,0.45,11.24,0.7,0.0,0.0,2.33,0.15,1.52,0.09,87.81,5.49,5.43,5.87,5.47,7.71,1.38,2.57,2.52,1.81,0.38,0.13,5.0,87.81,5.49,5.43,5.87,5.47,7.0,2.14,1.76,3.29,1.81,0.49,0.13,5.1,87.81,5.49,5.43,5.87,5.47,7.71,1.38,2.57,1.76,2.57,0.38,0.2,5.08,3,7.66,130.27,12.0
Cleveland Browns,CLE,DST,16.0,35.9,2.24,14.76,0.92,11.95,0.75,15.1,0.94,0.76,0.05,0.24,0.01,0.0,0.0,92.57,5.78,5.21,4.17,6.29,5.76,2.76,4.38,1.52,1.57,0.25,0.11,5.07,92.57,5.78,5.21,4.17,6.29,6.67,1.81,4.24,1.71,1.57,0.27,0.11,5.09,92.57,5.78,5.21,4.17,6.29,5.76,2.76,4.19,1.71,1.57,0.27,0.11,5.09,3,6.92,117.71,20.0
Green Bay Packers,GB,DST,16.0,41.71,2.61,8.24,0.52,8.38,0.52,9.14,0.57,0.0,0.0,1.14,0.07,0.0,0.0,92.38,5.77,4.1,6.01,5.75,8.19,2.1,1.9,1.24,2.57,0.31,0.2,4.59,92.38,5.77,4.1,6.01,5.75,8.14,1.95,1.9,1.43,2.57,0.33,0.2,4.61,92.38,5.77,4.1,6.01,5.75,7.24,3.81,0.95,2.19,1.81,0.33,0.13,4.52,3,6.4,108.86,27.0
Cincinnati Bengals,CIN,DST,16.0,35.29,2.2,12.05,0.75,5.1,0.32,7.86,0.49,0.05,0.0,4.38,0.27,0.0,0.0,87.62,5.47,3.57,6.93,5.33,8.05,1.52,0.9,3.76,1.76,0.54,0.12,4.35,87.62,5.47,3.57,6.93,5.33,7.48,2.1,0.9,3.57,1.95,0.54,0.14,4.37,87.62,5.47,3.57,6.93,5.33,8.24,1.33,1.1,3.57,1.76,0.52,0.12,4.32,3,6.88,116.88,21.0
New York Giants,NYG,DST,16.0,29.67,1.86,15.48,0.97,5.33,0.33,9.57,0.6,0.19,0.01,2.81,0.18,0.05,0.0,87.48,5.47,3.64,5.79,5.48,9.62,1.95,1.1,1.14,2.19,0.27,0.16,4.2,87.48,5.47,3.64,5.79,5.48,8.81,2.81,1.05,1.14,2.19,0.27,0.16,4.2,87.48,5.47,3.64,5.79,5.48,9.62,2.0,1.05,1.14,2.19,0.27,0.16,4.2,3,5.55,94.31,30.0
Atlanta Falcons,ATL,DST,16.0,37.24,2.33,13.52,0.85,5.05,0.32,9.0,0.56,0.0,0.0,2.33,0.14,0.0,0.0,85.1,5.32,3.76,5.6,5.39,8.71,2.95,1.0,1.52,1.81,0.27,0.13,4.17,85.1,5.32,3.76,5.6,5.39,7.86,4.0,0.81,1.33,2.0,0.27,0.14,4.19,85.1,5.32,3.76,5.6,5.39,8.67,2.43,1.57,1.52,1.81,0.27,0.13,4.17,3,5.31,90.22,31.0
Tampa Bay Buccaneers,TB,DST,16.0,34.95,2.19,10.14,0.63,9.14,0.57,12.0,0.75,0.05,0.0,2.48,0.15,0.0,0.0,78.33,4.89,4.43,4.92,5.08,7.52,2.38,3.43,1.9,0.76,0.22,0.06,4.16,78.33,4.89,4.43,4.92,5.08,7.48,2.43,3.43,1.9,0.76,0.22,0.06,4.16,78.33,4.89,4.43,4.92,5.08,7.52,2.38,3.43,1.95,0.71,0.22,0.05,4.15,3,6.19,105.28,28.0
San Francisco 49ers,SF,DST,16.0,35.48,2.22,3.9,0.24,6.19,0.38,9.9,0.62,0.81,0.05,0.95,0.06,0.76,0.05,57.67,3.6,3.0,4.87,3.8,10.0,1.05,2.9,1.24,0.81,0.14,0.06,2.99,57.67,3.6,3.0,4.87,3.8,10.0,1.0,2.0,2.19,0.81,0.23,0.06,3.1,57.67,3.6,3.0,4.87,3.8,10.0,1.76,2.19,1.24,0.81,0.14,0.06,2.99,3,6.52,110.82,26.0
Las Vegas Raiders,LV,DST,16.0,17.0,1.06,12.38,0.78,4.67,0.29,7.0,0.44,0.0,0.0,0.81,0.05,0.76,0.05,47.9,2.99,3.1,3.61,3.38,10.95,2.1,1.62,1.29,0.05,0.1,0.0,2.72,47.9,2.99,3.1,3.61,3.38,11.67,1.43,1.76,1.1,0.05,0.08,0.0,2.7,47.9,2.99,3.1,3.61,3.38,10.95,2.86,0.86,1.33,0.0,0.1,0.0,2.72,3,5.24,89.08,32.0
